col:ID	col:doi	col:type	col:author	col:editor	col:issued	col:title	col:containerAuthor	col:containerTitle	col:volume	col:issue	col:edition	col:page	col:publisher	col:publisherPlace	col:collectionTitle	col:collectionEditor	col:link	col:accessed	col:version	col:isbn	col:issn	col:remarks	col:citation
ZOBO00033752			Antonio Giordani Soika		1969	Eumenidi nuovi o poco conosciuti del Sahara spagnolo (Hym. Eumenidae)		EOS 44: (1969): EOS															Antonio Giordani Soika. Eumenidi nuovi o poco conosciuti del Sahara spagnolo (Hym. Eumenidae). EOS 44: (1969): EOS. (1969).
ZOBO00125574			Antonio Giordani Soika		1942	Vespidi mediterranei nuovi o poco noti		Boll.Soc.ent.ital. 74: (1942): Bollettino della Societá Entomologica Italiana															Antonio Giordani Soika. Vespidi mediterranei nuovi o poco noti. Boll.Soc.ent.ital. 74: (1942): Bollettino della Societá Entomologica Italiana. (1942).
ZOBO00124997			Antonio Giordani Soika		1943	Le specie indoaustraliane del genere Pachymenes (Hym. Vespidae)		Mem. Soc. Ent. Italiana 22: (1943): Mem. Soc. ent. ital.															Antonio Giordani Soika. Le specie indoaustraliane del genere Pachymenes (Hym. Vespidae). Mem. Soc. Ent. Italiana 22: (1943): Mem. Soc. ent. ital. (1943).
ZOBO00124995			Antonio Giordani Soika		1943	Le specie indoaustraliane del genere Pachymenes (Hym. Vespidae)		Mem. Soc. Ent. Italiana 22: (1943): Mem. Soc. ent. ital.															Antonio Giordani Soika. Le specie indoaustraliane del genere Pachymenes (Hym. Vespidae). Mem. Soc. Ent. Italiana 22: (1943): Mem. Soc. ent. ital. (1943).
ZOBO00125268			Antonio Giordani Soika		1935	Contributo alla conoscenza degli Eumenini Egiziani (Hymenoptera - Vespidae)		Bull.Soc.ent.Egypte 19: (1935): Bull. Soc. Roy. Entomol. Egypte															Antonio Giordani Soika. Contributo alla conoscenza degli Eumenini Egiziani (Hymenoptera - Vespidae). Bull.Soc.ent.Egypte 19: (1935): Bull. Soc. Roy. Entomol. Egypte. (1935).
ZOBO00036800			Jun-ichi Kojima		1999	Taxonomic notes on Australian Ropalidia Guérin-Méneville, 1831 (Hymnoptera: Vespidae. Polistinae)		Entomological Science 2: (1999): Entomological Science															Jun-ichi Kojima. Taxonomic notes on Australian Ropalidia Guérin-Méneville, 1831 (Hymnoptera: Vespidae. Polistinae). Entomological Science 2: (1999): Entomological Science. (1999).
ZOBO00036754			Antonio Giordani Soika		1935	Contributions à l'étude de la faune du Mozambique		Mems Estud.Mus.zool.Univ.Coimbra 82/I: (1935): Memórias e Estudos do Museu Zoológico da Universidade de Coimbra															Antonio Giordani Soika. Contributions à l'étude de la faune du Mozambique. Mems Estud.Mus.zool.Univ.Coimbra 82/I: (1935): Memórias e Estudos do Museu Zoológico da Universidade de Coimbra. (1935).
ZOBO00153770					2009	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969		LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969. LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp. (2009).
ZOBO00036782			Jun-ichi Kojima		1999	Taxonomic notes on Australian Ropalidia Guérin-Méneville, 1831 (Hymnoptera: Vespidae. Polistinae)		Entomological Science 2: (1999): Entomological Science															Jun-ichi Kojima. Taxonomic notes on Australian Ropalidia Guérin-Méneville, 1831 (Hymnoptera: Vespidae. Polistinae). Entomological Science 2: (1999): Entomological Science. (1999).
ZOBO00034617			Antonio Giordani Soika		1957	Biogeografia evoluzione e sistematica dei Vespidi solitari della Polinesia meridionale		Boll.Mus.Civ.Stor.nat.Venezia 10: (1957): Bollettino del Museo Civico di Storia Naturale di Venezia															Antonio Giordani Soika. Biogeografia evoluzione e sistematica dei Vespidi solitari della Polinesia meridionale. Boll.Mus.Civ.Stor.nat.Venezia 10: (1957): Bollettino del Museo Civico di Storia Naturale di Venezia. (1957).
ZOBO00125743			Antonio Giordani Soika		1941	Studi sui Vespidi solitari VI. Studio di alcuni tipi di vespidi solitari.		Boll.Mus.Civ.Stor.nat.Venezia 2: (1941): Boll. Mus. civ. St. nat. Venezia															Antonio Giordani Soika. Studi sui Vespidi solitari VI. Studio di alcuni tipi di vespidi solitari. Boll.Mus.Civ.Stor.nat.Venezia 2: (1941): Boll. Mus. civ. St. nat. Venezia. (1941).
ZOBO00125575			Antonio Giordani Soika		1942	Vespidi mediterranei nuovi o poco noti		Boll.Soc.ent.ital. 74: (1942): Bollettino della Societá Entomologica Italiana															Antonio Giordani Soika. Vespidi mediterranei nuovi o poco noti. Boll.Soc.ent.ital. 74: (1942): Bollettino della Societá Entomologica Italiana. (1942).
ZOBO00032634			Antonio Giordani Soika		1969	Revisione dei Discoeliinae australiani		Boll.Mus.Civ.Stor.nat.Venezia 19: (1969): Bollettino del Museo Civico di Storia Naturale di Venezia															Antonio Giordani Soika. Revisione dei Discoeliinae australiani. Boll.Mus.Civ.Stor.nat.Venezia 19: (1969): Bollettino del Museo Civico di Storia Naturale di Venezia. (1969).
ZOBO00032298					2009	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969		LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969. LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp. (2009).
ZOBO00125051			Antonio Giordani Soika		1943	Contributo alla conoscenza dei Vespidi solitari e sociali della regione etiopica		Atti dell Istituto Veneto di scienze, lettere ed arti 103: (1943-44): Atti dell'Istituto Veneto di scienze, lettere ed arti															Antonio Giordani Soika. Contributo alla conoscenza dei Vespidi solitari e sociali della regione etiopica. Atti dell Istituto Veneto di scienze, lettere ed arti 103: (1943-44): Atti dell'Istituto Veneto di scienze, lettere ed arti. (1943).
ZOBO00125138			Antonio Giordani Soika		1952	Hyménoptères réecoltés par une Mission suisse au Maroc (1947)		Bull.Soc.Sci.nat.Maroc 32: (1952): Bulletin de la Société des Sciences naturelles du Maroc															Antonio Giordani Soika. Hyménoptères réecoltés par une Mission suisse au Maroc (1947). Bull.Soc.Sci.nat.Maroc 32: (1952): Bulletin de la Société des Sciences naturelles du Maroc. (1952).
ZOBO00032110			Antonio Giordani Soika		1970	Contributo alla conoscenza degli Eumenidi del Medio Oriente. Missione Giordani Soika in Iran 1965, III.		Boll.Mus.Civ.Stor.nat.Venezia 20-21: (1970): Bollettino del Museo Civico di Storia Naturale di Venezia															Antonio Giordani Soika. Contributo alla conoscenza degli Eumenidi del Medio Oriente. Missione Giordani Soika in Iran 1965, III. Boll.Mus.Civ.Stor.nat.Venezia 20-21: (1970): Bollettino del Museo Civico di Storia Naturale di Venezia. (1970).
ZOBO00032029			Antonio Giordani Soika		1961	Gli Odynerus sensu antiquo del Continente australiano e della Tasmania		Boll.Mus.Civ.Stor.nat.Venezia 14: (1961): Bollettino del Museo Civico di Storia naturale di Venezia															Antonio Giordani Soika. Gli Odynerus sensu antiquo del Continente australiano e della Tasmania. Boll.Mus.Civ.Stor.nat.Venezia 14: (1961): Bollettino del Museo Civico di Storia naturale di Venezia. (1961).
ZOBO00125073			Antonio Giordani Soika		1951	Risultati della spedizione scientifica zoologica in Turchia del Museo nationale di Praha		Acta ent.Mus.natn.Pragae 27: (1951): Acta Entomologica Musei Nationalis Pragae															Antonio Giordani Soika. Risultati della spedizione scientifica zoologica in Turchia del Museo nationale di Praha. Acta ent.Mus.natn.Pragae 27: (1951): Acta Entomologica Musei Nationalis Pragae. (1951).
ZOBO00018086			Antonio Giordani Soika		1970	Contributo alla conoscenza degli Eumenidi del Medio Oriente. Missione Giordani Soika in Iran 1965, III.		Boll.Mus.Civ.Stor.nat.Venezia 20-21: (1970): Bollettino del Museo Civico di Storia Naturale di Venezia															Antonio Giordani Soika. Contributo alla conoscenza degli Eumenidi del Medio Oriente. Missione Giordani Soika in Iran 1965, III. Boll.Mus.Civ.Stor.nat.Venezia 20-21: (1970): Bollettino del Museo Civico di Storia Naturale di Venezia. (1970).
ZOBO00010011			Volker Mauss		2000	Untersuchungen zur Höhenverbreitung von Hummeln und sozialen Faltenwespen im Arbergebiet des Bayerischen Waldes		Nachr. Bl. Bayer. Ent. 49: (2000): Nachrichtenblatt der Bayerischen Entomologen.															Volker Mauss. Untersuchungen zur Höhenverbreitung von Hummeln und sozialen Faltenwespen im Arbergebiet des Bayerischen Waldes. Nachr. Bl. Bayer. Ent. 49: (2000): Nachrichtenblatt der Bayerischen Entomologen. (2000).
ZOBO00063725					2010	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis		LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis. LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp. (2010).
ZOBO00125191			Antonio Giordani Soika		1937	Monografia degli Odynerus Etiopici (Parte seconda)		Ann. Mus. civ. Stor. nat. Genova 59: (1937): Ann. Mus. Civ. St. Nat. Genova															Antonio Giordani Soika. Monografia degli Odynerus Etiopici (Parte seconda). Ann. Mus. civ. Stor. nat. Genova 59: (1937): Ann. Mus. Civ. St. Nat. Genova. (1937).
ZOBO00153997					2010	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis		LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis. LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp. (2010).
ZOBO00153641					2009	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969		LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969. LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp. (2009).
ZOBO00036821			Jun-ichi Kojima		1999	Taxonomic notes on Australian Ropalidia Guérin-Méneville, 1831 (Hymnoptera: Vespidae. Polistinae)		Entomological Science 2: (1999): Entomological Science															Jun-ichi Kojima. Taxonomic notes on Australian Ropalidia Guérin-Méneville, 1831 (Hymnoptera: Vespidae. Polistinae). Entomological Science 2: (1999): Entomological Science. (1999).
ZOBO00035880			Antonio Giordani Soika		1935	Contributions à l'étude de la faune du Mozambique		Mems Estud.Mus.zool.Univ.Coimbra 82/I: (1935): Memórias e Estudos do Museu Zoológico da Universidade de Coimbra															Antonio Giordani Soika. Contributions à l'étude de la faune du Mozambique. Mems Estud.Mus.zool.Univ.Coimbra 82/I: (1935): Memórias e Estudos do Museu Zoológico da Universidade de Coimbra. (1935).
ZOBO00037426					2010	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis		LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis. LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp. (2010).
ZOBO00125614			Antonio Giordani Soika		1952	Sulle caratteristiche biogeografiche della Palestina, Arabia ed Egitto, con un contributo alla conoscenza degli Zethini ed Eumenini della Palestina		Boll.Mus.Civ.Stor.nat.Venezia 6: (1952): Bollettino della Societa' Veneziana di Storia naturale e del Museo civico di Storia naturale															Antonio Giordani Soika. Sulle caratteristiche biogeografiche della Palestina, Arabia ed Egitto, con un contributo alla conoscenza degli Zethini ed Eumenini della Palestina. Boll.Mus.Civ.Stor.nat.Venezia 6: (1952): Bollettino della Societa' Veneziana di Storia naturale e del Museo civico di Storia naturale. (1952).
ZOBO00154078					2010	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis		LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis. LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp. (2010).
ZOBO00034757			Antonio Giordani Soika		1957	Notulae vespidologicae I. Sulla Pseudepipona tripunctata (F.) e specie affini		Boll.Mus.Civ.Stor.nat.Venezia 10: (1957): Bollettino del Museo Civico di Storia Naturale di Venezia															Antonio Giordani Soika. Notulae vespidologicae I. Sulla Pseudepipona tripunctata (F.) e specie affini. Boll.Mus.Civ.Stor.nat.Venezia 10: (1957): Bollettino del Museo Civico di Storia Naturale di Venezia. (1957).
ZOBO00149707					2009	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969		LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969. LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp. (2009).
ZOBO00033292					2010	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis		LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis. LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp. (2010).
ZOBO00032774					2009	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969		LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969. LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp. (2009).
ZOBO00032082					2009	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969		LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969. LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp. (2009).
ZOBO00010059			Horst-Günter Woydak		2001	Die solitären Faltenwespen: Eumenidae (Lehmwespen) und Masaridae (Honigwespen im Westfälischen Museum für Naturkunde Münster		Natur und Heimat 61: (2001): Natur und Heimat.															Horst-Günter Woydak. Die solitären Faltenwespen: Eumenidae (Lehmwespen) und Masaridae (Honigwespen im Westfälischen Museum für Naturkunde Münster. Natur und Heimat 61: (2001): Natur und Heimat. (2001).
r5			Schulthess		1914																		Schulthess, 1914
ZOBO00125009			Antonio Giordani Soika		1943	Le specie indoaustraliane del genere Pachymenes (Hym. Vespidae)		Mem. Soc. Ent. Italiana 22: (1943): Mem. Soc. ent. ital.															Antonio Giordani Soika. Le specie indoaustraliane del genere Pachymenes (Hym. Vespidae). Mem. Soc. Ent. Italiana 22: (1943): Mem. Soc. ent. ital. (1943).
ZOBO00125317			Antonio Giordani Soika		1941	Studi sui Vespidi solitari III. Le Montezumia orientali.		Boll.Mus.Civ.Stor.nat.Venezia 2: (1941): Boll. Mus. civ. St. nat. Venezia															Antonio Giordani Soika. Studi sui Vespidi solitari III. Le Montezumia orientali. Boll.Mus.Civ.Stor.nat.Venezia 2: (1941): Boll. Mus. civ. St. nat. Venezia. (1941).
ZOBO00034541					2010	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis		LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis. LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp. (2010).
ZOBO00033687			Antonio Giordani Soika		1973	Designazione di Lectotipi ed elenco dei tipi di Eumenidi, Vepidi e Masaridi da me descritti negli anni 1934-1960		Boll.Mus.Civ.Stor.nat.Venezia 24: (1973): Bolletino del Museo Civico di Storia Naturale di Venezia															Antonio Giordani Soika. Designazione di Lectotipi ed elenco dei tipi di Eumenidi, Vepidi e Masaridi da me descritti negli anni 1934-1960. Boll.Mus.Civ.Stor.nat.Venezia 24: (1973): Bolletino del Museo Civico di Storia Naturale di Venezia. (1973).
ZOBO00125586			Antonio Giordani Soika		1943	Eumenini paleartici nuovi o poco noti (Hym.)		Boll.Mus.Civ.Stor.nat.Venezia 3(1): (1943): Bollettino della Societá Veneziana di Storia Naturale e del Museo Civico di Storia Naturale															Antonio Giordani Soika. Eumenini paleartici nuovi o poco noti (Hym.). Boll.Mus.Civ.Stor.nat.Venezia 3(1): (1943): Bollettino della Societá Veneziana di Storia Naturale e del Museo Civico di Storia Naturale. (1943).
ZOBO00032390					2009	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969		LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969. LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp. (2009).
ZOBO00032813					2010	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis		LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part II: Genera Delta de SAUSSURE 1885 to Zethus FABRICIUS 1804 and Species Incertae Sedis. LBB 0042_1: diverse (2010): LBB 42/1/2010 844 pp. (2010).
ZOBO00125062			Antonio Giordani Soika		1944	Risultati di raccolte imenotterologiche in Sicilia		Atti Soc.ital.Sci.nat. 83: (1944): Atti della Soc. Ital. di Scienze Naturali															Antonio Giordani Soika. Risultati di raccolte imenotterologiche in Sicilia. Atti Soc.ital.Sci.nat. 83: (1944): Atti della Soc. Ital. di Scienze Naturali. (1944).
ZOBO00125149			Antonio Giordani Soika		1954	Contributo allo studio del popolamento del Sahara centrale: Vespide dell'Hoggar, Tassili d'Ajjer e Tibesti. Viaggi di A. Giordani Soika nel Sahara-VI		Boll.Mus.Civ.Stor.nat.Venezia 7: (1954): Boll. Mus. civ. St. nat. Venezia															Antonio Giordani Soika. Contributo allo studio del popolamento del Sahara centrale: Vespide dell'Hoggar, Tassili d'Ajjer e Tibesti. Viaggi di A. Giordani Soika nel Sahara-VI. Boll.Mus.Civ.Stor.nat.Venezia 7: (1954): Boll. Mus. civ. St. nat. Venezia. (1954).
ZOBO00032121					2009	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969		LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969. LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp. (2009).
ZOBO00032208					2009	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969		LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969. LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp. (2009).
ZOBO00018097			Volker Haeseler		2003	Ameisen, Wespen und Bienen der Weserinsel Harriersand bei Bremen		Oldenburger Jb. 103: (2003): Oldenburger Jahrbuch															Volker Haeseler. Ameisen, Wespen und Bienen der Weserinsel Harriersand bei Bremen. Oldenburger Jb. 103: (2003): Oldenburger Jahrbuch. (2003).
ZOBO00035891			Antonio Giordani Soika		1961	Hymenoptera (Aculaeata): Vespidae		South African animal life 8: (1961): South African animal life. Results of the Lund University Expedition in 1950-1951.															Antonio Giordani Soika. Hymenoptera (Aculaeata): Vespidae. South African animal life 8: (1961): South African animal life. Results of the Lund University Expedition in 1950-1951. (1961).
ZOBO00125420			Antonio Giordani Soika		1941	Studi sui Vespidi solitari VI. Studio di alcuni tipi di vespidi solitari.		Boll.Mus.Civ.Stor.nat.Venezia 2: (1941): Boll. Mus. civ. St. nat. Venezia															Antonio Giordani Soika. Studi sui Vespidi solitari VI. Studio di alcuni tipi di vespidi solitari. Boll.Mus.Civ.Stor.nat.Venezia 2: (1941): Boll. Mus. civ. St. nat. Venezia. (1941).
ZOBO00153739					2009	A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969		LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp.															James M. Carpenter, Josef Gusenleitner, Michael Madl. A Catalogue of the Eumeninae (Hymenoptera: Vespidae) of the Ethiopian Region excluding Malagasy Subregion. Part I: Introduction, Key to Genera, Genera Aethiopicodynerus GUSENLEITNER 1997 to Cyrtolabulus van der VECHT 1969. LBB 0041_1: diverse (2009): LBB 41/1/2009 992 pp. (2009).
ZOBO00033995			Antonio Giordani Soika		1952	Sulle caratteristiche biogeografiche della Palestina, Arabia ed Egitto, con un contributo alla conoscenza degli Zethini ed Eumenini della Palestina		Boll.Mus.Civ.Stor.nat.Venezia 6: (1952): Bollettino della Societa' Veneziana di Storia naturale e del Museo civico di Storia naturale															Antonio Giordani Soika. Sulle caratteristiche biogeografiche della Palestina, Arabia ed Egitto, con un contributo alla conoscenza degli Zethini ed Eumenini della Palestina. Boll.Mus.Civ.Stor.nat.Venezia 6: (1952): Bollettino della Societa' Veneziana di Storia naturale e del Museo civico di Storia naturale. (1952).
ZOBO00034768			Antonio Giordani Soika		1970	Contributo alla conoscenza degli Eumenidi del Medio Oriente. Missione Giordani Soika in Iran 1965, III.		Boll.Mus.Civ.Stor.nat.Venezia 20-21: (1970): Bollettino del Museo Civico di Storia Naturale di Venezia															Antonio Giordani Soika. Contributo alla conoscenza degli Eumenidi del Medio Oriente. Missione Giordani Soika in Iran 1965, III. Boll.Mus.Civ.Stor.nat.Venezia 20-21: (1970): Bollettino del Museo Civico di Storia Naturale di Venezia. (1970).
ZOBO00033726			Antonio Giordani Soika		1970	Contributo alla conoscenza degli Eumenidi del Medio Oriente. Missione Giordani Soika in Iran 1965, III.		Boll.Mus.Civ.Stor.nat.Venezia 20-21: (1970): Bollettino del Museo Civico di Storia Naturale di Venezia															Antonio Giordani Soika. Contributo alla conoscenza degli Eumenidi del Medio Oriente. Missione Giordani Soika in Iran 1965, III. Boll.Mus.Civ.Stor.nat.Venezia 20-21: (1970): Bollettino del Museo Civico di Storia Naturale di Venezia. (1970).
ZOBO00125370			Antonio Giordani Soika		1939	Descrizione di nuove specie appartenenti al genere Leptomenes (Hym. Vespidae)		Mem. Soc. Ent. Italiana 18 (1): (1939): Mem. Soc. ent. Ital.															Antonio Giordani Soika. Descrizione di nuove specie appartenenti al genere Leptomenes (Hym. Vespidae). Mem. Soc. Ent. Italiana 18 (1): (1939): Mem. Soc. ent. Ital. (1939).
