ID	parentID	basionymID	status	rank	scientificName	authorship	nameStatus	nameReferenceID	namePublishedInYear	namePublishedInPage	namePublishedInPageLink	referenceID	scrutinizer	scrutinizerDate	extinct	temporalRangeStart	temporalRangeEnd	remarks
ZOBO00034369	x7C		accepted	species	Paralastor subplebeius	Perkins, 1914							Gusenleitner J.	2011-11	f			
ZOBO00034370	x7C		accepted	species	Paralastor subpunctatulus	Perkins, 1914							Gusenleitner J.	2011-11	f			
ZOBO00034371	x7C		accepted	species	Paralastor summus	Perkins, 1914							Gusenleitner J.	2011-11	f			
ZOBO00034372	x7C		accepted	species	Paralastor synchromus	Perkins, 1914							Gusenleitner J.	2011-11	f			
ZOBO00034373	x7C		accepted	species	Paralastor tasmaniensis	(de Saussure, 1853)							Gusenleitner J.	2011-11	f			
ZOBO00034374	x7C		accepted	species	Paralastor tricarinulatus	Perkins, 1914							Gusenleitner J.	2011-11	f			
ZOBO00035335	x7N		accepted	species	Subancistrocerus clavicornis	(Smith, 1859)							Gusenleitner J.	2011-11	f			
ZOBO00035336	x7N		accepted	species	Subancistrocerus domesticus	Williams, 1928							Gusenleitner J.	2011-11	f			
ZOBO00035337	x7N		accepted	species	Subancistrocerus esakii	Bequard & Yasu., 1939							Gusenleitner J.	2011-11	f			
ZOBO00043974	x7N		accepted	species	Subancistrocerus giordanii	Castro, 2003							Gusenleitner J.	2011-11	f			
ZOBO00032252	x7N		accepted	species	Subancistrocerus imbecillus	de Saussure, 1852							Gusenleitner J.	2011-11	f			
ZOBO00037507	x7N		accepted	species	Subancistrocerus indochinensis	Gusenleitner, 2000							Gusenleitner J.	2011-11	f			
ZOBO00035338	x7N		accepted	species	Subancistrocerus kankauensis	Schulthess, 1934							Gusenleitner J.	2011-11	f			
ZOBO00035340	ZOBO00035339		accepted	subspecies	Subancistrocerus massaicus occidentalis	Giordani Soika, 1990							Gusenleitner J.	2011-11	f			
ZOBO00037216	x7N		accepted	species	Subancistrocerus nigritus	Giordani Soika & Kojima, 1995							Gusenleitner J.	2011-11	f			
1726	ZOBO00035347		ambiguous synonym	species	Subancistrocerus nigritus	Giordani Soika, 1988									f			
ZOBO00037211	x7N		accepted	species	Subancistrocerus obiensis	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
1723	ZOBO00035334		synonym	species	Subancistrocerus obscuripennis	Gusenleitner, 1987									f			
ZOBO00035342	x7N		accepted	species	Subancistrocerus palauensis	Bequard & Yasu., 1939							Gusenleitner J.	2011-11	f			
ZOBO00037212	x7N		accepted	species	Subancistrocerus reflexus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00035344	x7N		accepted	species	Subancistrocerus sichelii	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
xDE	xE		accepted	genus	Sybillina										f			
ZOBO00034375	x7C		accepted	species	Paralastor tricolor	Perkins, 1914							Gusenleitner J.	2011-11	f			
ZOBO00034376	x7C		accepted	species	Paralastor tridentatus	Schulthess, 1935							Gusenleitner J.	2011-11	f			
ZOBO00034377	x7C		accepted	species	Paralastor tuberculatus	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
ZOBO00034378	x7C		accepted	species	Paralastor unifasciatus	Smith, 1858							Gusenleitner J.	2011-11	f			
ZOBO00034379	x7C		accepted	species	Paralastor victor	Giordani Soika, 1977							Gusenleitner J.	2011-11	f			
ZOBO00034380	x7C		accepted	species	Paralastor viduus	Perkins, 1914							Gusenleitner J.	2011-11	f			
ZOBO00034381	x7C		accepted	species	Paralastor vulneratus	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
ZOBO00034382	x7C		accepted	species	Paralastor vulpinus	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
ZOBO00037152	ZOBO00034382		accepted	subspecies	Paralastor vulpinus excisus	Perkins, 1914							Gusenleitner J.	2011-11	f			
ZOBO00034383	x7C		accepted	species	Paralastor xanthochromus	Perkins, 1914							Gusenleitner J.	2011-11	f			
ZOBO00034384	x7C		accepted	species	Paralastor xanthus	Giordani Soika, 1977							Gusenleitner J.	2011-11	f			
ZOBO00034385	x7C		accepted	species	Paralastor xerophilus	Perkins, 1914							Gusenleitner J.	2011-11	f			
ZOBO00034386	ZOBO00034385		accepted	subspecies	Paralastor xerophilus meesi	Giordani Soika, 1977							Gusenleitner J.	2011-11	f			
ZOBO00037246	xBU		accepted	species	Paraleptomenes communis	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037245	xBU		accepted	species	Paraleptomenes guichardi	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037328	xBU		accepted	species	Paraleptomenes humbertianus	(de Saussure, 1867)							Gusenleitner J.	2011-11	f			
ZOBO00034387	xBU		accepted	species	Paraleptomenes kosempoensis	(Schulthess, 1934)							Gusenleitner J.	2011-11	f			
ZOBO00034389	xBU		accepted	species	Paraleptomenes miniatus	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
ZOBO00034388	ZOBO00034389		accepted	subspecies	Paraleptomenes miniatus mephitis	(Cameron, 1901)							Gusenleitner J.	2011-11	f			
ZOBO00037244	ZOBO00034389		accepted	subspecies	Paraleptomenes miniatus nigrithorax	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037243	ZOBO00037078		accepted	subspecies	Paraleptomenes nurseanus montanus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037247	xBU		accepted	species	Paraleptomenes rufoniger	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034390	xJ4		accepted	species	Paralionotulus mervensis	(Rad., 1887)							Gusenleitner J.	2011-11	f			
ZOBO00037428	xAW		accepted	species	Paramischocyttarus madagassus	Gusenleitner, 1998							Gusenleitner J.	2011-11	f			
x46	xJ		accepted	genus	Parancistrocerus										f			
ZOBO00035368	ZOBO00010056		accepted	subspecies	Symmorphus gracilis libanicus	Giordani Soika, 1963							Gusenleitner J.	2011-11	f			
1732	ZOBO00010055		synonym	species	Symmorphus hakutozanus	Tsuneki, 1986									f			
ZOBO00035369	x8W		accepted	species	Symmorphus hoozanensis	Schulthess, 1934							Gusenleitner J.	2011-11	f			
1754	ZOBO00035363		synonym	species	Symmorphus hornii	Cameron, 1909									f			
1763	ZOBO00035372		synonym	species	Symmorphus iiyamai	Tsuneki, 1986									f			
1758	ZOBO00035371		synonym	species	Symmorphus ishikawai	Giordani Soika, 1975									f			
ZOBO00035370	x8W		accepted	species	Symmorphus iwatai	Sk. Yamane, 1990							Gusenleitner J.	2011-11	f			
1762	ZOBO00035372		synonym	species	Symmorphus kurentzovi	Kurzenko, 1981									f			
ZOBO00035371	x8W		accepted	species	Symmorphus lucens	(Kostylev, 1938)							Gusenleitner J.	2011-11	f			
1728	ZOBO00035351		synonym	species	Symmorphus meridionalis	Viereck, 1903									f			
x3U	xJ		accepted	genus	Synagis										f			
ZOBO00034395	x46		accepted	species	Parancistrocerus acarigaster	(Bohart, 1952)							Gusenleitner J.	2011-11	f			
ZOBO00037265	x46		accepted	species	Parancistrocerus acarophilus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034396	x46		accepted	species	Parancistrocerus acarophorus	(Bohart, 1952)							Gusenleitner J.	2011-11	f			
ZOBO00154085	x46		accepted	species	Parancistrocerus acclivus	Gusenleitner, 2007							Gusenleitner J.	2011-11	f			
ZOBO00034397	x46		accepted	species	Parancistrocerus algidus	(Schrottky, 1909)							Gusenleitner J.	2011-11	f			
ZOBO00034398	x46		accepted	species	Parancistrocerus androcles	(Meade-Waldo, 1910)							Gusenleitner J.	2011-11	f			
ZOBO00037275	ZOBO00034398		accepted	subspecies	Parancistrocerus androcles marginalis	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037274	ZOBO00034398		accepted	subspecies	Parancistrocerus androcles scutellaris	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037124	ZOBO00034398		accepted	subspecies	Parancistrocerus androcles sulawensis	Giordani Soika, 1993							Gusenleitner J.	2011-11	f			
ZOBO00037276	ZOBO00034398		accepted	subspecies	Parancistrocerus androcles sumbanus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
839	ZOBO00145747		synonym	species	Parancistrocerus anomalicornis	(Berton, 1918)									f			
ZOBO00034400	x46		accepted	species	Parancistrocerus areatus	(Fox, 1902)							Gusenleitner J.	2011-11	f			
ZOBO00034401	ZOBO00034400		accepted	subspecies	Parancistrocerus areatus scutellatus	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00034402	x46		accepted	species	Parancistrocerus assamensis	(Meade-Waldo, 1910)							Gusenleitner J.	2011-11	f			
ZOBO00034403	x46		accepted	species	Parancistrocerus assumptionis	(Brethes, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00034404	x46		accepted	species	Parancistrocerus atkinsi	Bequard & Salt, 1931							Gusenleitner J.	2011-11	f			
ZOBO00034405	x46		accepted	species	Parancistrocerus austrinus	(Cresson, 1872)							Gusenleitner J.	2011-11	f			
ZOBO00034406	x46		accepted	species	Parancistrocerus bacu	(de Saussure, 1852)							Gusenleitner J.	2011-11	f			
ZOBO00034407	x46		accepted	species	Parancistrocerus bacuensis	(de Saussure, 1852)							Gusenleitner J.	2011-11	f			
840	ZOBO00145748		synonym	species	Parancistrocerus belizensis	Cameron, 1908									f			
ZOBO00034408	x46		accepted	species	Parancistrocerus bicornis	(Roberts, 1901)							Gusenleitner J.	2011-11	f			
ZOBO00034409	ZOBO00034408		accepted	subspecies	Parancistrocerus bicornis ceanothi	(Rohwer, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00034410	ZOBO00034408		accepted	subspecies	Parancistrocerus bicornis cushmani	(Bohart, 1949)							Gusenleitner J.	2011-11	f			
ZOBO00034411	x46		accepted	species	Parancistrocerus binotatus	(Fabricius, 1804)							Gusenleitner J.	2011-11	f			
ZOBO00145767	x46		accepted	species	Parancistrocerus bonariensis	(Brethes, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00034412	x46		accepted	species	Parancistrocerus bravo	(de Saussure, 1857)							Gusenleitner J.	2011-11	f			
ZOBO00037255	x46		accepted	species	Parancistrocerus capocacciai	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034413	x46		accepted	species	Parancistrocerus chiricahuae	(Bohart, 1949)							Gusenleitner J.	2011-11	f			
ZOBO00037259	x46		accepted	species	Parancistrocerus citropictus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034414	x46		accepted	species	Parancistrocerus concavus	(Brethes, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00034415	x46		accepted	species	Parancistrocerus coronado	(Bohart, 1949)							Gusenleitner J.	2011-11	f			
ZOBO00034416	x46		accepted	species	Parancistrocerus cotti	(Bohart, 1952)							Gusenleitner J.	2011-11	f			
ZOBO00145768	x46		accepted	species	Parancistrocerus cucullatus	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00034417	x46		accepted	species	Parancistrocerus cylindricus	(de Saussure, 1862)							Gusenleitner J.	2011-11	f			
ZOBO00037258	x46		accepted	species	Parancistrocerus cylindroides	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034418	x46		accepted	species	Parancistrocerus declivatus	(Bohart, 1948)							Gusenleitner J.	2011-11	f			
ZOBO00034419	x46		accepted	species	Parancistrocerus declivus	(Brethes, 1903)							Gusenleitner J.	2011-11	f			
ZOBO00035428	ZOBO00035425		accepted	subspecies	Synagris cornuta flavofasciata	Bequard, 1918							Gusenleitner J.	2011-11	f			
ZOBO00035429	ZOBO00035425		accepted	subspecies	Synagris cornuta ituriensis	Bequard, 1918							Gusenleitner J.	2011-11	f			
ZOBO00035430	ZOBO00035425		accepted	subspecies	Synagris cornuta maculata	Bequard, 1918							Gusenleitner J.	2011-11	f			
ZOBO00034420	x46		accepted	species	Parancistrocerus decollatus	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00034421	x46		accepted	species	Parancistrocerus dejectus	(Cresson, 1865)							Gusenleitner J.	2011-11	f			
ZOBO00037271	x46		accepted	species	Parancistrocerus difformis	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037272	ZOBO00037271		accepted	subspecies	Parancistrocerus difformis nigerrimus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034422	x46		accepted	species	Parancistrocerus dorsonotatus	(Fox, 1902)							Gusenleitner J.	2011-11	f			
ZOBO00034423	x46		accepted	species	Parancistrocerus dux	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00034424	x46		accepted	species	Parancistrocerus enyo	(Lepeletier, 1841)							Gusenleitner J.	2011-11	f			
ZOBO00034425	x46		accepted	species	Parancistrocerus farias	(de Saussure, 1857)							Gusenleitner J.	2011-11	f			
ZOBO00037346	x46		accepted	species	Parancistrocerus gracilior	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034429	x46		accepted	species	Parancistrocerus guzmani	(de Saussure, 1857)							Gusenleitner J.	2011-11	f			
ZOBO00033387	x46		accepted	species	Parancistrocerus herbertii	(Fox, 1902)							Gusenleitner J.	2011-11	f			
ZOBO00035802	ZOBO00033387		accepted	subspecies	Parancistrocerus herbertii terebrator	Berton, 1918							Gusenleitner J.	2011-11	f			
ZOBO00034430	x46		accepted	species	Parancistrocerus histrio	(Lepeletier, 1841)							Gusenleitner J.	2011-11	f			
ZOBO00034431	x46		accepted	species	Parancistrocerus holmbergi	(Brethes, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00149629	x46		accepted	species	Parancistrocerus holmbergii	(Brèthes, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00034432	x46		accepted	species	Parancistrocerus holzschuhi	Gusenleitner, 1987							Gusenleitner J.	2011-11	f			
ZOBO00043936	x46		accepted	species	Parancistrocerus hongkongensis	Gusenleitner, 2002							Gusenleitner J.	2011-11	f			
ZOBO00037248	x46		accepted	species	Parancistrocerus ignotus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034433	x46		accepted	species	Parancistrocerus incommodus	(de Saussure, 1852)							Gusenleitner J.	2011-11	f			
ZOBO00037256	ZOBO00034434		accepted	subspecies	Parancistrocerus incorruptus kalimpongensis	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037263	x46		accepted	species	Parancistrocerus inflaticeps	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034436	x46		accepted	species	Parancistrocerus inornatus	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00149644	x46		accepted	species	Parancistrocerus intermediatus	(Sonan, 1939)							Gusenleitner J.	2011-11	f			
ZOBO00145769	x46		accepted	species	Parancistrocerus invisibilis	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00037261	x46		accepted	species	Parancistrocerus kennethianus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034438	x46		accepted	species	Parancistrocerus kolambuganensis	Schulthess, 1934							Gusenleitner J.	2011-11	f			
ZOBO00149653	x46		accepted	species	Parancistrocerus kuraruensis	(Sonan, 1939)							Gusenleitner J.	2011-11	f			
ZOBO00034439	x46		accepted	species	Parancistrocerus leionotus	(Viereck, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00034440	ZOBO00034439		accepted	subspecies	Parancistrocerus leionotus yumus	(Viereck, 1908)							Gusenleitner J.	2011-11	f			
ZOBO00034441	x46		accepted	species	Parancistrocerus longicornutus	(Dalla Torre, 1904)							Gusenleitner J.	2011-11	f			
ZOBO00034442	x46		accepted	species	Parancistrocerus lutzi	Bequard & Salt, 1931							Gusenleitner J.	2011-11	f			
ZOBO00034443	x46		accepted	species	Parancistrocerus luzonicola	Vecht, 1981							Gusenleitner J.	2011-11	f			
ZOBO00034444	x46		accepted	species	Parancistrocerus lynchii	(Brethes, 1903)							Gusenleitner J.	2011-11	f			
ZOBO00034445	x46		accepted	species	Parancistrocerus macfarlandi	(Cameron, 1909)							Gusenleitner J.	2011-11	f			
ZOBO00037269	x46		accepted	species	Parancistrocerus makilingi	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037270	x46		accepted	species	Parancistrocerus malayanus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034446	x46		accepted	species	Parancistrocerus mcclayi	(Bohart, 1952)							Gusenleitner J.	2011-11	f			
ZOBO00034447	x46		accepted	species	Parancistrocerus microsynoeca	(Schrottky, 1909)							Gusenleitner J.	2011-11	f			
ZOBO00034448	ZOBO00034447		accepted	subspecies	Parancistrocerus microsynoeca obscurus	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00034449	x46		accepted	species	Parancistrocerus minimoferus	(Bohart, 1949)							Gusenleitner J.	2011-11	f			
ZOBO00037257	x46		accepted	species	Parancistrocerus nigriventris	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034450	x46		accepted	species	Parancistrocerus nitobei	(Sonan, 1939)							Gusenleitner J.	2011-11	f			
ZOBO00034451	x46		accepted	species	Parancistrocerus obliquus	(Cresson, 1865)							Gusenleitner J.	2011-11	f			
ZOBO00034452	x46		accepted	species	Parancistrocerus olseni	Bequard & Salt, 1931							Gusenleitner J.	2011-11	f			
ZOBO00034453	x46		accepted	species	Parancistrocerus parapedestris	(Bohart, 1952)							Gusenleitner J.	2011-11	f			
ZOBO00034454	ZOBO00034453		accepted	subspecies	Parancistrocerus parapedestris arenosus	(Bohart, 1952)							Gusenleitner J.	2011-11	f			
ZOBO00034455	x46		accepted	species	Parancistrocerus paulensis	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00034456	x46		accepted	species	Parancistrocerus pedestris	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
ZOBO00034457	ZOBO00034456		accepted	subspecies	Parancistrocerus pedestris bifurcus	(Roberts, 1901)							Gusenleitner J.	2011-11	f			
ZOBO00035458	x6E		accepted	species	Synagris trispinosa	Buysson, 1910							Gusenleitner J.	2011-11	f			
1796	ZOBO00035518		synonym	species	Synagris tropidia	Schletterer, 1891									f			
304	ZOBO00153711		synonym	species	Synagris uncata	Tullgren, 1904									f			
ZOBO00035414	x6E		accepted	species	Synagris versicolor	Schulthess, 1914							Gusenleitner J.	2011-11	f			
ZOBO00035415	ZOBO00035414		accepted	subspecies	Synagris versicolor meadewaldoi	Maidl, 1914							Gusenleitner J.	2011-11	f			
1770	ZOBO00035389		synonym	species	Synagris xanthura	de Saussure, 1856									f			
x68	xJ		accepted	genus	Synargris										f			
ZOBO00064061	x68		accepted	species	Synargris inermis	Mocsary, 1903							Gusenleitner J.	2011-11	f			
ZOBO00064752	x68		accepted	species	Synargris spinolae	de Saussure, 1856							Gusenleitner J.	2011-11	f			
xAQ	xJ		accepted	genus	Syneuodynerus										f			
ZOBO00037116	xAQ		accepted	species	Syneuodynerus aurantiacus	Giordani Soika, 1993							Gusenleitner J.	2011-11	f			
ZOBO00035471	xAQ		accepted	species	Syneuodynerus aurantiopilosellus	(Giordani Soika, 1961)							Gusenleitner J.	2011-11	f			
ZOBO00037115	xAQ		accepted	species	Syneuodynerus cylindrellus	Giordani Soika, 1993							Gusenleitner J.	2011-11	f			
ZOBO00035475	ZOBO00035472		accepted	subspecies	Syneuodynerus egregius bohemani	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
ZOBO00035476	ZOBO00035472		accepted	subspecies	Syneuodynerus egregius egregior	(Gusenleitner, 1970)							Gusenleitner J.	2011-11	f			
ZOBO00035479	ZOBO00035478		accepted	subspecies	Syneuodynerus fouadi dhofariensis	(Giordani Soika, 1979)							Gusenleitner J.	2011-11	f			
ZOBO00035481	xAQ		accepted	species	Syneuodynerus gebi	Gusenleitner, 1970							Gusenleitner J.	2011-11	f			
ZOBO00037138	xAQ		accepted	species	Syneuodynerus insolitus	Gusenleitner, 1994							Gusenleitner J.	2011-11	f			
ZOBO00035482	xAQ		accepted	species	Syneuodynerus longebispinosus	(Giordani Soika, 1961)							Gusenleitner J.	2011-11	f			
ZOBO00034458	x46		accepted	species	Parancistrocerus pensylvanicus	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
ZOBO00034459	ZOBO00034458		accepted	subspecies	Parancistrocerus pensylvanicus ignotatus	(Bohart, 1952)							Gusenleitner J.	2011-11	f			
ZOBO00034460	x46		accepted	species	Parancistrocerus perennis	(de Saussure, 1857)							Gusenleitner J.	2011-11	f			
ZOBO00034461	ZOBO00034460		accepted	subspecies	Parancistrocerus perennis anacardivora	(Rohwer, 1915)							Gusenleitner J.	2011-11	f			
ZOBO00034462	x46		accepted	species	Parancistrocerus polingi	(Bohart, 1949)							Gusenleitner J.	2011-11	f			
ZOBO00145770	x46		accepted	species	Parancistrocerus productus	(Smith, 1862)							Gusenleitner J.	2011-11	f			
ZOBO00034467	x46		accepted	species	Parancistrocerus rhipheus	(Cameron, 1904)							Gusenleitner J.	2011-11	f			
ZOBO00034468	x46		accepted	species	Parancistrocerus robertianus	(Cameron)							Gusenleitner J.	2011-11	f			
ZOBO00037260	ZOBO00034468		accepted	subspecies	Parancistrocerus robertianus javanus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037125	ZOBO00034468		accepted	subspecies	Parancistrocerus robertianus palawanensis	Giordani Soika, 1993							Gusenleitner J.	2011-11	f			
ZOBO00034469	x46		accepted	species	Parancistrocerus saecularis	(de Saussure, 1852)							Gusenleitner J.	2011-11	f			
ZOBO00034470	ZOBO00034469		accepted	subspecies	Parancistrocerus saecularis rufulus	(Bohart, 1948)							Gusenleitner J.	2011-11	f			
ZOBO00034471	x46		accepted	species	Parancistrocerus saltensis	(Brethes, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00034472	x46		accepted	species	Parancistrocerus samarensis	(Schulthess, 1934)							Gusenleitner J.	2011-11	f			
1647	ZOBO00153480		synonym	species	Parancistrocerus scabriusculus	(Spinosa, 1851)									f			
ZOBO00034474	x46		accepted	species	Parancistrocerus scapultatus	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00043900	x46		accepted	species	Parancistrocerus siamensis	Gusenleitner, 2003							Gusenleitner J.	2011-11	f			
ZOBO00034475	x46		accepted	species	Parancistrocerus siccus	(Bohart, 1952)							Gusenleitner J.	2011-11	f			
ZOBO00034476	x46		accepted	species	Parancistrocerus striatus	(Fox, 1902)							Gusenleitner J.	2011-11	f			
ZOBO00034477	x46		accepted	species	Parancistrocerus subcyaneus	(Brethes, 1909)							Gusenleitner J.	2011-11	f			
x88	xJ		accepted	genus	Tachymenes										f			
ZOBO00043946	x88		accepted	species	Tachymenes abruptus	Gusenleitner, 2002							Gusenleitner J.	2011-11	f			
ZOBO00035499	x88		accepted	species	Tachymenes ornativentris	(Cameron, 1910)							Gusenleitner J.	2011-11	f			
ZOBO00035500	x88		accepted	species	Tachymenes vulneratus	(de Saussure, 1855)							Gusenleitner J.	2011-11	f			
1184	ZOBO00034391		synonym	species	Tanyzethus africanus	Cameron, 1910									f			
2030	ZOBO00145762		synonym	species	Tatua quadrituberculata	Gribodo, 1891									f			
xF6	xJ		accepted	genus	Trachyodynerus										f			
ZOBO00035501	xF6		accepted	species	Trachyodynerus dancaliensis	Giordani Soika, 1989							Gusenleitner J.	2011-11	f			
ZOBO00035502	xF6		accepted	species	Trachyodynerus sauditus	Giordani Soika, 1989							Gusenleitner J.	2011-11	f			
xF4	xJ		accepted	genus	Tricarinodynerus										f			
ZOBO00035503	xF4		accepted	species	Tricarinodynerus abreptus	(Giordani Soika, 1934)							Gusenleitner J.	2011-11	f			
ZOBO00034478	x46		accepted	species	Parancistrocerus subtoltecus	(Viereck, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00037262	x46		accepted	species	Parancistrocerus sulcatus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034479	x46		accepted	species	Parancistrocerus sumichrasti	(de Saussure, 1857)							Gusenleitner J.	2011-11	f			
ZOBO00034480	x46		accepted	species	Parancistrocerus taihorinensis	(Schulthess, 1934)							Gusenleitner J.	2011-11	f			
ZOBO00034481	x46		accepted	species	Parancistrocerus taihorinshoensis	(Schulthess, 1934)							Gusenleitner J.	2011-11	f			
ZOBO00149767	x46		accepted	species	Parancistrocerus taikonus	(Sonan, 1939)							Gusenleitner J.	2011-11	f			
ZOBO00037093	x46		accepted	species	Parancistrocerus texensis	de Saussure, 1871							Gusenleitner J.	2011-11	f			
ZOBO00034482	x46		accepted	species	Parancistrocerus toltecus	(de Saussure, 1857)							Gusenleitner J.	2011-11	f			
ZOBO00034483	x46		accepted	species	Parancistrocerus trepidus	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00037266	x46		accepted	species	Parancistrocerus triconcavus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037267	ZOBO00037266		accepted	subspecies	Parancistrocerus triconcavus rufipes	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034484	x46		accepted	species	Parancistrocerus ussuriensis	Kurzenko, 1981							Gusenleitner J.	2011-11	f			
ZOBO00034485	x46		accepted	species	Parancistrocerus vagus	(de Saussure, 1857)							Gusenleitner J.	2011-11	f			
ZOBO00034486	ZOBO00034485		accepted	subspecies	Parancistrocerus vagus slossonae	(Bohart, 1948)							Gusenleitner J.	2011-11	f			
ZOBO00037273	x46		accepted	species	Parancistrocerus vicinus	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00034487	x46		accepted	species	Parancistrocerus vogti	Kromb., 1962							Gusenleitner J.	2011-11	f			
ZOBO00034488	x46		accepted	species	Parancistrocerus yachowensis	Giordani Soika, 1986							Gusenleitner J.	2011-11	f			
ZOBO00037254	ZOBO00034488		accepted	subspecies	Parancistrocerus yachowensis konkunensis	Giordani Soika, 1995							Gusenleitner J.	2011-11	f			
ZOBO00037505	x46		accepted	species	Parancistrocerus yamanei	Gusenleitner, 2000							Gusenleitner J.	2011-11	f			
x3L	xJ		accepted	genus	Paranortonia										f			
ZOBO00034489	x3L		accepted	species	Paranortonia alegrensis	Brethes, 1924							Gusenleitner J.	2011-11	f			
ZOBO00034490	x3L		accepted	species	Paranortonia arequipensis	(Buysson, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00034491	x3L		accepted	species	Paranortonia bertoni	Brethes, 1924							Gusenleitner J.	2011-11	f			
ZOBO00034492	x3L		accepted	species	Paranortonia bicincta	(Brethes, 1920)							Gusenleitner J.	2011-11	f			
ZOBO00034493	x3L		accepted	species	Paranortonia difficilis	Berton, 1918							Gusenleitner J.	2011-11	f			
849	ZOBO00145759		synonym	species	Paranortonia duckei	Berton, 1918									f			
ZOBO00034495	x3L		accepted	species	Paranortonia giacomelli	Berton, 1918							Gusenleitner J.	2011-11	f			
ZOBO00034496	x3L		accepted	species	Paranortonia parvula	Zavattari, 1912							Gusenleitner J.	2011-11	f			
1249	ZOBO00144301		synonym	species	Paranortonia sulcata	(Ducke, 1904)									f			
1253	ZOBO00144303		ambiguous synonym	species	Paranortonia symmorphus	(de Saussure, 1856)									f			
1251	ZOBO00144302		ambiguous synonym	species	Paranortonia symmorphus	(de Saussure, 1856)									f			
xDU	xE		accepted	genus	Parapolybia										f			
ZOBO00036282	xDU		accepted	species	Parapolybia escalerae	(Meade-Waldo, 1911)							Gusenleitner J.	2011-11	f			
ZOBO00036286	ZOBO00036283		accepted	subspecies	Parapolybia indica tinctipennis	(Cameron, 1900)							Gusenleitner J.	2011-11	f			
ZOBO00036287	xDU		accepted	species	Parapolybia nodosa	Vecht, 1966							Gusenleitner J.	2011-11	f			
