ID	parentID	basionymID	status	rank	scientificName	authorship	nameStatus	nameReferenceID	namePublishedInYear	namePublishedInPage	namePublishedInPageLink	referenceID	scrutinizer	scrutinizerDate	extinct	temporalRangeStart	temporalRangeEnd	remarks
xD8	xJ		accepted	genus	Abispa										f			
ZOBO00037061	xD8		accepted	species	Abispa australiana	Mitchell, 1838							Gusenleitner J.	2011-11	f			
ZOBO00032012	xD8		accepted	species	Abispa ephippium	(Fabricius, 1775)							Gusenleitner J.	2011-11	f			
ZOBO00043903	ZOBO00032012		accepted	subspecies	Abispa ephippium australis	Smith, 1857							Gusenleitner J.	2011-11	f			
ZOBO00037130	ZOBO00032012		accepted	subspecies	Abispa ephippium meadewaldoensis	Perkins, 1914							Gusenleitner J.	2011-11	f			
ZOBO00032013	xD8		accepted	species	Abispa eximia	(Smith, 1865)							Gusenleitner J.	2011-11	f			
ZOBO00032014	ZOBO00032013		accepted	subspecies	Abispa eximia tricincta	Vecht, 1960							Gusenleitner J.	2011-11	f			
ZOBO00032015	xD8		accepted	species	Abispa laticincta	Vecht, 1960							Gusenleitner J.	2011-11	f			
ZOBO00032016	ZOBO00032015		accepted	subspecies	Abispa laticincta melanopleura	Vecht, 1960							Gusenleitner J.	2011-11	f			
ZOBO00032017	xD8		accepted	species	Abispa ruficornis	Vecht, 1960							Gusenleitner J.	2011-11	f			
ZOBO00032018	xD8		accepted	species	Abispa splendida	(Guerin, 1838)							Gusenleitner J.	2011-11	f			
ZOBO00032019	ZOBO00032018		accepted	subspecies	Abispa splendida australis	Smith, 1857							Gusenleitner J.	2011-11	f			
ZOBO00032020	ZOBO00032018		accepted	subspecies	Abispa splendida maculicollis	Cameron, 1911							Gusenleitner J.	2011-11	f			
ZOBO00032021	ZOBO00032018		accepted	subspecies	Abispa splendida odyneroides	Perkins, 1912							Gusenleitner J.	2011-11	f			
xA8	xJ		accepted	genus	Acanthodynerus										f			
ZOBO00032022	xA8		accepted	species	Acanthodynerus giordanii	Gusenleitner, 1969							Gusenleitner J.	2011-11	f			
ZOBO00037502	xA8		accepted	species	Acanthodynerus multimaculatus	Gusenleitner, 2000							Gusenleitner J.	2011-11	f			
37	ZOBO00153100		synonym	species	Acarepipona curvirufolineata	(Cameron, 1910)									f			
39	ZOBO00153025		synonym	species	Acarepipona insolita	Giordani Soika, 1985									f			
41	ZOBO00153025		ambiguous synonym	species	Acarepipona pervigilans	(Giordani Soika, 1944)									f			
38	ZOBO00153099		ambiguous synonym	species	Acarepipona pervigilans	(Giordani Soika, 1944)									f			
xCQ	xJ		accepted	genus	Acarodynerus										f			
ZOBO00037122	xCQ		accepted	species	Acarodynerus atrorufus	Giordani Soika, 1993							Gusenleitner J.	2011-11	f			
ZOBO00037131	xCQ		accepted	species	Acarodynerus batchelorensis	Borsato, 1994							Gusenleitner J.	2011-11	f			
xBG	xJ		accepted	genus	Acarozumia										f			
ZOBO00032032	xCQ		accepted	species	Acarodynerus drewsenianus	Giordani Soika, 1961		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00032033	xCQ		accepted	species	Acarodynerus exarmatus	(Giordani Soika, 1937)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00032036	xCQ		accepted	species	Acarodynerus paleovariatus	Giordani Soika, 1961		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00032037	xCQ		accepted	species	Acarodynerus posttegulatus	(Giordani Soika, 1937)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00032038	xCQ		accepted	species	Acarodynerus propodealaris	Giordani Soika, 1961		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00032040	xCQ		accepted	species	Acarodynerus queenslandicus	Giordani Soika, 1961		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00032043	xCQ		accepted	species	Acarodynerus spectrum	Giordani Soika, 1961		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00032044	xCQ		accepted	species	Acarodynerus triangulum	(de Saussure, 1856)		ZOBO00032027					Gusenleitner J.	2011-11	f			
ZOBO00153520	ZOBO00153081		accepted	subspecies	Aethiopicodynerus bimammillatus bimammillatus	(Giordani Soika, 1944)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00040447	ZOBO00153081		accepted	subspecies	Aethiopicodynerus bimammillatus occidentalis	(Giordani Soika, 1987)		ZOBO00031760					Gusenleitner J.	2011-11	f			
2	ZOBO00153081		synonym	species	Aethiopicodynerus rarus	Gusenleitner, 1997									f			
ZOBO00153091	xFC		accepted	species	Aethiopicodynerus schulthessi	(Meade-Waldo, 1915)							Gusenleitner J.	2011-11	f			
xEG	xJ		accepted	genus	Afrepipona										f			
xEE	xJ		accepted	genus	Afreumenes										f			
ZOBO00037515	ZOBO00032056		accepted	subspecies	Afreumenes melanosoma yemenensis	Giordani Soika, 1996							Gusenleitner J.	2011-11	f			
xNC	xJ		accepted	genus	Afrodynerus										f			
xNA	xJ		accepted	genus	Afrogamma										f			
xN8	xJ		accepted	genus	Afroxanthodynerus										f			
ZOBO00032067	xN8		accepted	species	Afroxanthodynerus baidoensis	Giordani Soika, 1989							Gusenleitner J.	2011-11	f			
ZOBO00032068	xN8		accepted	species	Afroxanthodynerus nigeriensis	Giordani Soika, 1979							Gusenleitner J.	2011-11	f			
xD4	xE		accepted	genus	Agalaia										f			
ZOBO00037066	xD4		accepted	species	Agalaia centralis	(Cameron, 1907)							Gusenleitner J.	2011-11	f			
x7Q	xE		accepted	genus	Agelaia										f			
ZOBO00037384	x7Q		accepted	species	Agelaia acreana	Silveira & Carpenter, 1995							Gusenleitner J.	2011-11	f			
ZOBO00035813	x7Q		accepted	species	Agelaia angulata	(Fabricius, 1804)							Gusenleitner J.	2011-11	f			
ZOBO00035814	ZOBO00035813		accepted	subspecies	Agelaia angulata bertonii	Richards, 1978							Gusenleitner J.	2011-11	f			
ZOBO00035815	x7Q		accepted	species	Agelaia angulicollis	(Spinosa, 1851)							Gusenleitner J.	2011-11	f			
ZOBO00153078	xFC		accepted	species	Aethiopicodynerus capensis	(de Saussure, 1856)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153083	xFC		accepted	species	Aethiopicodynerus flavorufus	(Giordani Soika, 1941)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153084	xFC		accepted	species	Aethiopicodynerus guichardi	(Giordani Soika, 1979)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153085	xFC		accepted	species	Aethiopicodynerus insignis	(de Saussure, 1856)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153086	xFC		accepted	species	Aethiopicodynerus laetus	(Giordani Soika, 1941)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153026	xFC		accepted	species	Aethiopicodynerus longithorax	(Giordani Soika, 1987)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153087	xFC		accepted	species	Aethiopicodynerus major	(de Saussure, 1853)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153088	xFC		accepted	species	Aethiopicodynerus mimulus	(Giordani Soika, 1989)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153089	xFC		accepted	species	Aethiopicodynerus punctiventris	(Gusenleitner, 2002)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153090	ZOBO00153091		accepted	subspecies	Aethiopicodynerus schulthessi angolensis	(Giordani Soika, 1987)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153534	ZOBO00153091		accepted	subspecies	Aethiopicodynerus schulthessi schulthessi	(Meade-Waldo, 1915)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153092	xFC		accepted	species	Aethiopicodynerus scripticeps	(Cameron, 1910)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153093	xFC		accepted	species	Aethiopicodynerus senegalensis	(Giordani Soika, 1987)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032046	xEG		accepted	species	Afrepipona lamptoensis	Giordani Soika, 1965		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032047	xEG		accepted	species	Afrepipona macrocephala	(Gribodo, 1894)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153538	xEG		accepted	species	Afrepipona macrocephalus	(Gribodo)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032048	xEE		accepted	species	Afreumenes aethiopicus	(de Saussure, 1852)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153573	ZOBO00032048		accepted	subspecies	Afreumenes aethiopicus aethiopicus	(de Saussure, 1852)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032049	ZOBO00032048		accepted	subspecies	Afreumenes aethiopicus affinis	(Schulthess, 1910)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032050	ZOBO00032048		accepted	subspecies	Afreumenes aethiopicus longirostris	(Gerst., 1857)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032051	ZOBO00032048		accepted	subspecies	Afreumenes aethiopicus longitudinalis	Giordani Soika, 1968		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153580	ZOBO00032052		accepted	subspecies	Afreumenes aterrimus aterrimus	(Schulthess Rechberg, 1910)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032053	ZOBO00032052		accepted	subspecies	Afreumenes aterrimus bicoloratus	Giordani Soika, 1987		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032054	ZOBO00032052		accepted	subspecies	Afreumenes aterrimus pseudomelanosoma	Giordani Soika, 1968		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153577	xEE		accepted	species	Afreumenes distincta	de Saussure		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00035816	x7Q		accepted	species	Agelaia areata	(Say, 1837)							Gusenleitner J.	2011-11	f			
ZOBO00035817	x7Q		accepted	species	Agelaia baezae	(Richards, 1943)							Gusenleitner J.	2011-11	f			
ZOBO00035818	x7Q		accepted	species	Agelaia brevistigma	(Richards, 1978)							Gusenleitner J.	2011-11	f			
ZOBO00035819	x7Q		accepted	species	Agelaia cajennensis	(Fabricius, 1798)							Gusenleitner J.	2011-11	f			
ZOBO00043973	x7Q		accepted	species	Agelaia centralis	(Cameron, 1907)							Gusenleitner J.	2011-11	f			
ZOBO00035820	x7Q		accepted	species	Agelaia constructa	(de Saussure, 1854)							Gusenleitner J.	2011-11	f			
ZOBO00035821	x7Q		accepted	species	Agelaia cornelliana	(Richards, 1943)							Gusenleitner J.	2011-11	f			
ZOBO00035822	ZOBO00035821		accepted	subspecies	Agelaia cornelliana subterranea	(Richards, 1978)							Gusenleitner J.	2011-11	f			
ZOBO00037533	x7Q		accepted	species	Agelaia electra	Carpenter & Grim., 1997							Gusenleitner J.	2011-11	f			
ZOBO00035823	x7Q		accepted	species	Agelaia flavipennis	(Ducke, 1905)							Gusenleitner J.	2011-11	f			
ZOBO00035824	x7Q		accepted	species	Agelaia fulvofasciata	(Deg., 1773)							Gusenleitner J.	2011-11	f			
1926	ZOBO00035837		synonym	species	Agelaia fuscicornis	Lepeletier, 1836									f			
x3W	xJ		accepted	genus	Alastor										f			
ZOBO00035838	x7Q		accepted	species	Agelaia vicina	(de Saussure, 1854)							Gusenleitner J.	2011-11	f			
ZOBO00032055	xEE		accepted	species	Afreumenes erythrosoma	(Giordani Soika, 1940)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032056	xEE		accepted	species	Afreumenes melanosoma	(de Saussure, 1852)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153583	ZOBO00032056		accepted	subspecies	Afreumenes melanosoma aterrimus	(Schulthess Rechberg)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032057	ZOBO00032056		accepted	subspecies	Afreumenes melanosoma ealensis	Giordani Soika, 1968		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153585	ZOBO00032056		accepted	subspecies	Afreumenes melanosoma melanosoma	(de Saussure, 1852)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032058	xEE		accepted	species	Afreumenes moseri	(Schulz, 1906)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032059	ZOBO00032058		accepted	subspecies	Afreumenes moseri bidimidiatus	Giordani Soika, 1968		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153592	ZOBO00032058		accepted	subspecies	Afreumenes moseri moseri	(Schulz, 1906)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032060	xEE		accepted	species	Afreumenes nigrorufus	Giordani Soika, 1968		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032061	xEE		accepted	species	Afreumenes violaceus	(Giordani Soika, 1941)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032062	ZOBO00032061		accepted	subspecies	Afreumenes violaceus paramelanosoma	Giordani Soika, 1968		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032063	ZOBO00032061		accepted	subspecies	Afreumenes violaceus rugosopunctatus	Giordani Soika, 1968		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032064	ZOBO00032061		accepted	subspecies	Afreumenes violaceus trifasciatus	Giordani Soika, 1987		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153594	ZOBO00032061		accepted	subspecies	Afreumenes violaceus violaceus	(Giordani Soika, 1941)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032065	xNC		accepted	species	Afrodynerus monstruosus	(Giordani Soika, 1934)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032066	xNA		accepted	species	Afrogamma gibbosum	Giordani Soika, 1987		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032070	x3W		accepted	species	Alastor aeger	Giordani Soika, 1983		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125179	x3W		accepted	species	Alastor angulicollis	Spinosa		ZOBO00033346					Gusenleitner J.	2011-11	f			
ZOBO00125180	x3W		accepted	species	Alastor anomalus	Brethes		ZOBO00033346					Gusenleitner J.	2011-11	f			
ZOBO00125573	ZOBO00032074		accepted	subspecies	Alastor antigae uniformis	Giordani Soika		ZOBO00124987					Gusenleitner J.	2011-11	f			
ZOBO00032077	x3W		accepted	species	Alastor arnoldi	Schulthess, 1925		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032079	x3W		accepted	species	Alastor atropos	Lepeletier, 1841		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032081	x3W		accepted	species	Alastor bilamellatus	Giordani Soika, 1941		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00124993	x3W		accepted	species	Alastor bilaminatus	Giordani Soika, 1942		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032082	x3W		accepted	species	Alastor bispinosus	Giordani Soika, 1983		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032083	x3W		accepted	species	Alastor braunsi	Meade-Waldo, 1913		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032084	x3W		accepted	species	Alastor bucida	de Saussure, 1853		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00149572	x3W		accepted	species	Alastor clypabnormis	Gusenleitner, 2006		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032086	x3W		accepted	species	Alastor concitatus	Giordani Soika, 1934		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032085	x3W		accepted	species	Alastor carinulatus	Gusenleitner, 2006							Gusenleitner J.	2011-11	f			
838	ZOBO00033376		synonym	species	Alastor chrysocephalus	Schrottky, 1903									f			
33	ZOBO00032128		synonym	species	Alastor conicus	Giordani Soika, 1950									f			
ZOBO00032090	x3W		accepted	species	Alastor dalyi	Giordani Soika, 1979							Gusenleitner J.	2011-11	f			
ZOBO00032088	x3W		accepted	species	Alastor darius	Gusenleitner, 1986							Gusenleitner J.	2011-11	f			
30	ZOBO00032114		synonym	species	Alastor exornatus	Giordani Soika, 1934									f			
32	ZOBO00032124		synonym	species	Alastor harterti	Morice, 1913									f			
836	ZOBO00033374		synonym	species	Alastor heymonsi	Zavattari, 1912									f			
26	ZOBO00032105		synonym	species	Alastor iconius	Blüthgen, 1955									f			
ZOBO00032100	x3W		accepted	species	Alastor iranus	Blüthgen, 1956							Gusenleitner J.	2011-11	f			
28	ZOBO00032110		synonym	species	Alastor korbi	Giordani Soika, 1958									f			
1178	ZOBO00034279		synonym	species	Alastor lateritius	de Saussure, 1867									f			
25	ZOBO00032084		synonym	species	Alastor lucida	Smith, 1857									f			
ZOBO00032102	x3W		accepted	species	Alastor madecassus	Giordani Soika, 1991							Gusenleitner J.	2011-11	f			
476	ZOBO00032624		synonym	species	Alastor maidli	Schulthess, 1925									f			
ZOBO00032098	ZOBO00032105		accepted	subspecies	Alastor mediomaculatus graecus	Gusenleitner, 1970							Gusenleitner J.	2011-11	f			
23	ZOBO00032074		synonym	species	Alastor merceti	Dusmet, 1904									f			
ZOBO00037545	x3W		accepted	species	Alastor mocsaryi	(André, 1884)							Gusenleitner J.	2011-11	f			
ZOBO00032109	x3W		accepted	species	Alastor nigroflavus	Giordani Soika, 1991							Gusenleitner J.	2011-11	f			
ZOBO00037499	x3W		accepted	species	Alastor nitens	Gusenleitner, 2000							Gusenleitner J.	2011-11	f			
ZOBO00064453	x3W		accepted	species	Alastor pannonicus	Blüthgen, 1956							Gusenleitner J.	2011-11	f			
ZOBO00154087	x3W		accepted	species	Alastor parallelus	Gusenleitner, 2006							Gusenleitner J.	2011-11	f			
ZOBO00154086	x3W		accepted	species	Alastor planicollis	Gusenleitner, 2004							Gusenleitner J.	2011-11	f			
24	ZOBO00032076		synonym	species	Alastor problematicus	Kostylev, 1935									f			
ZOBO00035877	x98		accepted	species	Belonogaster brunnea	Rits., 1874							Gusenleitner J.	2011-11	f			
ZOBO00032087	x3W		accepted	species	Alastor cylindricus	Giordani Soika, 1991		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032089	x3W		accepted	species	Alastor elisaei	Schulthess, 1925		ZOBO00018085					Gusenleitner J.	2011-11	f			
ZOBO00032091	x3W		accepted	species	Alastor esfandiarii	Giordani Soika, 1970		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00032092	x3W		accepted	species	Alastor facilis	Giordani Soika, 1934		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032093	x3W		accepted	species	Alastor faustus	Giordani Soika, 1941		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032094	ZOBO00032093		accepted	subspecies	Alastor faustus gaudens	Giordani Soika, 1991		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125154	x3W		accepted	species	Alastor festae	Zavattari		ZOBO00033346					Gusenleitner J.	2011-11	f			
ZOBO00032095	x3W		accepted	species	Alastor gestroi	Giordani Soika, 1934		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032096	x3W		accepted	species	Alastor globosus	Giordani Soika, 1934		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032097	x3W		accepted	species	Alastor guichardi	Giordani Soika, 1958		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153596	x3W		accepted	species	Alastor hirsutus	Gusenleitner, 2007		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032099	x3W		accepted	species	Alastor incospicuus	Giordani Soika, 1934		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032114	x3W		accepted	species	Alastor promotori	Meade-Waldo, 1913							Gusenleitner J.	2011-11	f			
ZOBO00032116	x3W		accepted	species	Alastor punjabensis	Dutt, 1922							Gusenleitner J.	2011-11	f			
34	ZOBO00032129		synonym	species	Alastor rubripes	Gusenleitner, 1967									f			
ZOBO00039755	x3W		accepted	species	Alastor ruficornis	Gusenleitner, 2001							Gusenleitner J.	2011-11	f			
ZOBO00032119	x3W		accepted	species	Alastor sanctus	Blüthgen, 1956							Gusenleitner J.	2011-11	f			
ZOBO00125761	ZOBO00032120		accepted	subspecies	Alastor savignyi specularis	(Saund.)							Gusenleitner J.	2011-11	f			
29	ZOBO00032114		synonym	species	Alastor schinzi	Schulthess, 1913									f			
ZOBO00017517	x3W		accepted	species	Alastor seidenstueckeri	Blüthgen, 1956							Gusenleitner J.	2011-11	f			
1181	ZOBO00034352		synonym	species	Alastor similis	(de Saussure, 1853)									f			
ZOBO00125615	ZOBO00032124		accepted	subspecies	Alastor specularis savignyi	(Schulthess)							Gusenleitner J.	2011-11	f			
ZOBO00032127	x3W		accepted	species	Alastor sulcatus	Vecht, 1981							Gusenleitner J.	2011-11	f			
ZOBO00032129	x3W		accepted	species	Alastor thymbrinus	Blüthgen, 1956							Gusenleitner J.	2011-11	f			
ZOBO00032131	x3W		accepted	species	Alastor variolosus	Bingham, 1897							Gusenleitner J.	2011-11	f			
ZOBO00032132	x3W		accepted	species	Alastor xerxes	Gusenleitner, 1986							Gusenleitner J.	2011-11	f			
ZOBO00032133	x3W		accepted	species	Alastor zoroaster	Gusenleitner, 1986							Gusenleitner J.	2011-11	f			
1179	ZOBO00145766		synonym	species	Alastoroides clotho	(Lepeletier, 1841)									f			
x48	xJ		accepted	genus	Alastorynerus										f			
ZOBO00064937	x48		accepted	species	Alastorynerus wolffi	Giordani Soika, 1974							Gusenleitner J.	2011-11	f			
xN6	xJ		accepted	genus	Alfieria										f			
xAJ	xJ		accepted	genus	Allepipona										f			
ZOBO00032140	xAJ		accepted	species	Allepipona schultzeanus	Schulthess, 1914							Gusenleitner J.	2011-11	f			
xBE	xJ		accepted	genus	Allodynerus										f			
40	ZOBO00153025		synonym	species	Allodynerus africanus	Gusenleitner, 1995									f			
ZOBO00153100	xBE		accepted	species	Allodynerus curvirufolineata	(Cameron, 1910)							Gusenleitner J.	2011-11	f			
ZOBO00153025	xBE		accepted	species	Allodynerus curvirufolineatus	(Cameron, 1910)							Gusenleitner J.	2011-11	f			
ZOBO00153099	ZOBO00153025		accepted	subspecies	Allodynerus curvirufolineatus obscurus	(Giordani Soika, 1989)							Gusenleitner J.	2011-11	f			
ZOBO00032101	x3W		accepted	species	Alastor kochi	Giordani Soika, 1983		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00064146	x3W		accepted	species	Alastor kuehlhorni	Giordani Soika, 1958		ZOBO00031834					Gusenleitner J.	2011-11	f			
ZOBO00032103	x3W		accepted	species	Alastor mandibularis	Giordani Soika, 1950		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032104	x3W		accepted	species	Alastor maroccanus	Giordani Soika, 1942		ZOBO00010062					Gusenleitner J.	2011-11	f			
ZOBO00032105	x3W		accepted	species	Alastor mediomaculatus	(Giordani Soika, 1952)		ZOBO00018085					Gusenleitner J.	2011-11	f			
ZOBO00149678	x3W		accepted	species	Alastor melanogaster	Gusenleitner, 2006		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032106	x3W		accepted	species	Alastor micralastor	Giordani Soika, 1958		ZOBO00031834					Gusenleitner J.	2011-11	f			
x5C	xJ		accepted	genus	Antepipona										f			
ZOBO00032107	x3W		accepted	species	Alastor muticoides	Giordani Soika, 1941		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032108	x3W		accepted	species	Alastor muticus	Giordani Soika, 1941		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00149707	x3W		accepted	species	Alastor nitidus	Gusenleitner, 2006		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032141	ZOBO00018092		accepted	subspecies	Allodynerus delphinalis fallax	Blüthgen, 1953							Gusenleitner J.	2011-11	f			
ZOBO00032143	ZOBO00018092		accepted	subspecies	Allodynerus delphinalis sardous	Blüthgen, 1953							Gusenleitner J.	2011-11	f			
44	ZOBO00018092		synonym	species	Allodynerus fallax	Blüthgen, 1953									f			
ZOBO00032142	xBE		accepted	species	Allodynerus koenigi	(Dusmet, 1917)							Gusenleitner J.	2011-11	f			
ZOBO00037360	xBE		accepted	species	Allodynerus leleji	Kurzenko, 1995							Gusenleitner J.	2011-11	f			
171	ZOBO00040694		synonym	species	Allodynerus nigricornis	(Moravitz)									f			
ZOBO00032152	xBE		accepted	species	Allodynerus nudatus	Gusenleitner, 1991							Gusenleitner J.	2011-11	f			
x78	xJ		accepted	genus	Allorhynchium										f			
ZOBO00063110	x78		accepted	species	Allorhynchium anomalum	Giordani Soika, 1992							Gusenleitner J.	2011-11	f			
ZOBO00032155	x78		accepted	species	Allorhynchium argentatum	(Fabricius, 1804)							Gusenleitner J.	2011-11	f			
ZOBO00032156	ZOBO00032155		accepted	subspecies	Allorhynchium argentatum tigrinum	Vecht, 1963							Gusenleitner J.	2011-11	f			
ZOBO00032157	x78		accepted	species	Allorhynchium brevilineatum	(Cameron, 1911)							Gusenleitner J.	2011-11	f			
ZOBO00032158	x78		accepted	species	Allorhynchium carbonarium	(de Saussure, 1857)							Gusenleitner J.	2011-11	f			
ZOBO00032160	x78		accepted	species	Allorhynchium chinense	(de Saussure, 1862)							Gusenleitner J.	2011-11	f			
ZOBO00149711	x3W		accepted	species	Alastor occidentalis	Gusenleitner, 2006		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125181	x3W		accepted	species	Alastor olivieri	Ruiz		ZOBO00033346					Gusenleitner J.	2011-11	f			
ZOBO00125178	x3W		accepted	species	Alastor paraguayensis	Zavattari		ZOBO00033346					Gusenleitner J.	2011-11	f			
ZOBO00032110	x3W		accepted	species	Alastor pentheri	Kohl, 1905		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00125182	x3W		provisionally accepted	species	Alastor persimilis	Brethes		ZOBO00033346					Gusenleitner J.	2011-11	f			
ZOBO00064487	x3W		provisionally accepted	species	Alastor persimilis	Giordani Soika, 1950		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032111	x3W		accepted	species	Alastor plicatus	Giordani Soika, 1991		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032112	x3W		accepted	species	Alastor possibilis	Giordani Soika, 1934		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032113	x3W		accepted	species	Alastor procax	Giordani Soika, 1934		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00124994	x3W		accepted	species	Alastor promontorii	Meade-Waldo, 1913		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032115	x3W		accepted	species	Alastor pronotalis	Giordani Soika, 1983		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032117	x3W		accepted	species	Alastor quadraticollis	Giordani Soika, 1941		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032118	x3W		accepted	species	Alastor ricae	Giordani Soika, 1934		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00149743	x3W		accepted	species	Alastor rubescens	Gusenleitner, 2006		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032120	x3W		accepted	species	Alastor savignyi	(de Saussure, 1853)		ZOBO00032120					Gusenleitner J.	2011-11	f			
ZOBO00153597	x3W		accepted	species	Alastor schinzii	Schulthess, 1913		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032121	x3W		accepted	species	Alastor schulthessianus	Giordani Soika, 1934		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153595	ZOBO00032121		accepted	subspecies	Alastor schulthessianus baidoensis	Giordani Soika, 1983		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032122	x3W		accepted	species	Alastor schwarzi	Gusenleitner, 1967		ZOBO00010025					Gusenleitner J.	2011-11	f			
