col:taxonID	col:sourceID	col:areaID	col:area	col:gazetteer	col:status	col:referenceID	col:remarks
ZOBO00033291			CMR SEN	text	native		
ZOBO00033296			SYR TUR	text	native		
ZOBO00033297			TUR	text	native		
ZOBO00033295			AZE SYR TUR	text	native		
ZOBO00033294			EGY ISR MAR SYR	text	native		
ZOBO00031728			ESP	text	native		
ZOBO00010025			AUT KAZ TUR	text	native		
ZOBO00033333			GRC ITA	text	native		
ZOBO00033338			MAR	text	native		
ZOBO00033337			TUN	text	native		
ZOBO00033332			GRC JOR TUR	text	native		
ZOBO00033335			JOR	text	native		
ZOBO00037494			MLI	text	native		
ZOBO00035384			AGO TZA ZMB	text	native		
ZOBO00035385			NGA	text	native		
ZOBO00034393			KEN TZA ZAF	text	native		
ZOBO00034391			BWA CMR GIN KEN TGO ZMB	text	native		
ZOBO00034528			CHN	text	native		
ZOBO00034536			CHN	text	native		
ZOBO00023970			AUT KAZ TUR	text	native		
ZOBO00033477			ISR	text	native		
ZOBO00033483			KAZ TKM	text	native		
ZOBO00033481			EGY ISR	text	native		
ZOBO00033475			KAZ	text	native		
ZOBO00033474			IRN SCG	text	native		
ZOBO00033472			AZE KAZ	text	native		
ZOBO00033471			KAZ KGZ	text	native		
ZOBO00035472			BGR ESP FRA GRC HUN ITA TUR	text	native		
ZOBO00035474			MAR	text	native		
ZOBO00035476			JOR	text	native		
ZOBO00035480			MAR	text	native		
ZOBO00018092			AUT BGR CHE COL DEU ESP FRA GRC ITA JPN RUS TUR	text	native		
ZOBO00032143			ITA	text	native		
ZOBO00018093			AUT CHE DEU FRA GRC HRV ITA JOR SVK TUR	text	native		
ZOBO00010040			AUT ESP FRA GRC HRV HUN ITA TUR	text	native		
ZOBO00032153			EGY ETH ISR	text	native		
ZOBO00032149			CHN	text	native		
ZOBO00032150			MAR MRT	text	native		
ZOBO00032142			ESP MAR	text	native		
ZOBO00032144			GRC KAZ	text	native		
ZOBO00035484			SYR TUR	text	native		
ZOBO00018103			AUT CHE CZE DEU ITA KAZ	text	native		
ZOBO00031765			KAZ	text	native		
ZOBO00010067			AUT BGR DEU ITA RUS SWE	text	native		
ZOBO00032874			CHN	text	native		
ZOBO00032933			IND	text	native		
ZOBO00032934			IND	text	native		
ZOBO00034539			TWN	text	native		
ZOBO00037303			IDN	text	native		
ZOBO00037328			IND	text	native		
ZOBO00125528			ESP HRV ITA SVK	text	native		
ZOBO00010039			AUT CHE ESP FRA GRC HRV IRN ITA KAZ LBN MAR MLT PRT SYR TUR	text	native		
ZOBO00034606			ISR	text	native		
ZOBO00037490			VEN	text	native		
ZOBO00037415			ZMB	text	native		
ZOBO00035585			GUF	text	native		
ZOBO00035582			GUF	text	native		
ZOBO00035597			GUF	text	native		
ZOBO00035589			PER	text	native		
ZOBO00035626			BRA	text	native		
ZOBO00035627			ZAF ZMB	text	native		
ZOBO00035601			IDN	text	native		
ZOBO00035613			GUF	text	native		
ZOBO00035609			ARG	text	native		
ZOBO00035570			BRA	text	native		
ZOBO00035560			KEN TZA	text	native		
ZOBO00035775			USA	text	native		
ZOBO00035772			ARG PER	text	native		
ZOBO00035783			GUF	text	native		
ZOBO00035786			GUF	text	native		
ZOBO00035796			BWA NAM ZAF	text	native		
ZOBO00035648			ETH KEN TZA	text	native		
ZOBO00035641			ZMB	text	native		
ZOBO00035638			GUF	text	native		
ZOBO00035667			CRI	text	native		
ZOBO00035666			BRA	text	native		
ZOBO00035653			PER	text	native		
ZOBO00035670			GUF	text	native		
ZOBO00035671			BOL	text	native		
ZOBO00035699			GLP	text	native		
ZOBO00035701			COL	text	native		
ZOBO00035698			MEX	text	native		
ZOBO00035704			GUF PER	text	native		
ZOBO00035705			ECU	text	native		
ZOBO00035763			SEN	text	native		
ZOBO00035771			USA	text	native		
ZOBO00035742			ZAF	text	native		
ZOBO00035749			ARG GUF PER	text	native		
ZOBO00035747			NAM	text	native		
ZOBO00035752			KEN	text	native		
ZOBO00035734			CUB	text	native		
ZOBO00039742			TZA	text	native		
ZOBO00034861			IDN	text	native		
ZOBO00033518			KAZ	text	native		
ZOBO00020911			AUT BGR CYP FRA GRC HRV ITA MAR PAK PRT TUR YUG	text	native		
ZOBO00032841			IRN KAZ	text	native		
ZOBO00032844			GRC	text	native		
ZOBO00032843			ESP	text	native		
ZOBO00032846			PAK	text	native		
ZOBO00032840			CMR COD GIN TZA	text	native		
ZOBO00032838			CMR TGO	text	native		
ZOBO00032836			MDG	text	native		
ZOBO00032805			AGO CMR GIN KEN SEN TGO TZA YEM	text	native		
ZOBO00032808			CHL CMR KEN MOZ MWI NAM TGO TZA ZAF	text	native		
ZOBO00032813			CMR GIN ROU TGO	text	native		
ZOBO00032809			ETH KEN MAR SEN TZA YEM	text	native		
ZOBO00032810			ARE EGY ISR JOR YEM	text	native		
ZOBO00032807			MDG	text	native		
ZOBO00032815			AUS PNG	text	native		
ZOBO00032818			AGO ARE ETH ISR JOR KEN MLI TZA YEM ZMB	text	native		
ZOBO00032819			COD NAM ZAF	text	native		
ZOBO00032822			BFA CMR	text	native		
ZOBO00032825			MDG	text	native		
ZOBO00032827			COD GIN KEN TGO TZA ZAF ZMB	text	native		
ZOBO00032829			CHN IND KHM NPL PAK THA TWN	text	native		
ZOBO00032830			IDN MYS THA	text	native		
ZOBO00032831			IDN MYS	text	native		
ZOBO00032834			PHL PRI	text	native		
ZOBO00032832			IDN	text	native		
ZOBO00154098			IND	text	native		
ZOBO00032778			SYC	text	native		
ZOBO00032779			KEN	text	native		
ZOBO00032781			ETH KEN ZAF	text	native		
ZOBO00032783			AUS	text	native		
ZOBO00032786			CHN IDN KHM MYS NPL PHL THA	text	native		
ZOBO00032787			GIN KEN TZA	text	native		
ZOBO00032795			IND NPL THA	text	native		
ZOBO00032797			AGO CHL COD GIN KEN MOZ MWI TZA ZAF ZMB	text	native		
ZOBO00032798			AFG ARE EGY ETH IND IRN ISR JOR KAZ MAR MRT PAK TUN	text	native		
ZOBO00032800			BFA CMR COD EGY ETH GIN KEN LBY MDG MLI MWI NAM NGA SEN TGO TZA YEM ZAF	text	native		
ZOBO00032802			BFA IND IRN JOR NPL PAK THA UZB	text	native		
ZOBO00032803			ARE BFA CMR EGY ESP KEN MLI SEN TGO TZA YEM	text	native		
ZOBO00032804			TWN	text	native		
ZOBO00010041			AUT CHE GRC ITA KAZ TUR USA	text	native		
ZOBO00034724			GRC	text	native		
ZOBO00033725			KGZ RUS	text	native		
ZOBO00125113			FRA	text	native		
ZOBO00034721			MAR	text	native		
ZOBO00034720			GRC	text	native		
ZOBO00034730			GRC TUR	text	native		
ZOBO00034726			KAZ KGZ	text	native		
ZOBO00034737			CYP FRA IRN ITA KAZ KGZ TJK TUR UZB	text	native		
ZOBO00034735			ZAF	text	native		
ZOBO00034740			TUR	text	native		
ZOBO00034716			TUR	text	native		
ZOBO00034750			FRA	text	native		
ZOBO00034745			KAZ	text	native		
ZOBO00034746			JOR	text	native		
ZOBO00034757			ITA TUN	text	native		
ZOBO00023967			AUT CHE CZE DEU ESP FRA GRC ITA SCG TUR	text	native		
ZOBO00033330			DZA TUN	text	native		
ZOBO00010066			AUT CHE ESP FRA ITA KAZ	text	native		
ZOBO00033510			GRC SCG TUR	text	native		
ZOBO00033516			GRC IRN TUR	text	native		
ZOBO00033511			TKM	text	native		
ZOBO00033499			MAR	text	native		
ZOBO00033500			NAM ZAF	text	native		
ZOBO00033492			AFG AZE BGR GRC SCG TUR UKR	text	native		
ZOBO00033494			ISR	text	native		
ZOBO00033496			ISR	text	native		
ZOBO00033484			ITA MAR	text	native		
ZOBO00033488			ISR JOR PAK	text	native		
ZOBO00033489			CYP GRC TUR UKR	text	native		
ZOBO00033491			IRQ UZB	text	native		
ZOBO00145724			KGZ RUS	text	native		
ZOBO00033466			TUR	text	native		
ZOBO00033463			ISR JOR	text	native		
ZOBO00033743			CMR MLI TZA ZAF ZMB	text	native		
ZOBO00033744			ETH KEN	text	native		
ZOBO00033746			ETH TZA	text	native		
ZOBO00033748			MDG	text	native		
ZOBO00033747			CMR GIN KEN MLI TGO ZMB	text	native		
ZOBO00033749			BWA	text	native		
ZOBO00125387			IDN	text	native		
ZOBO00034572			YEM	text	native		
ZOBO00034577			GRC HRV TUR	text	native		
ZOBO00034588			IDN	text	native		
ZOBO00034593			NAM	text	native		
ZOBO00034595			CMR	text	native		
ZOBO00034596			ZAF	text	native		
ZOBO00034598			ZMB	text	native		
ZOBO00034571			CHN	text	native		
ZOBO00125320			MDG	text	native		
ZOBO00033535			THA	text	native		
ZOBO00033536			IND THA	text	native		
ZOBO00033531			IND	text	native		
ZOBO00033526			IDN IND MYS THA	text	native		
ZOBO00033529			MYS	text	native		
ZOBO00033528			IDN MYS THA	text	native		
ZOBO00034218			MEX	text	native		
ZOBO00034219			ARG BRA	text	native		
ZOBO00034213			GUF PER	text	native		
ZOBO00034230			BRA	text	native		
ZOBO00034229			BRA	text	native		
ZOBO00034226			BRA	text	native		
ZOBO00034221			BOL PER	text	native		
ZOBO00034222			GUF PER	text	native		
ZOBO00034835			GIN	text	native		
ZOBO00034832			CHL CMR	text	native		
ZOBO00034831			CMR GIN TGO	text	native		
ZOBO00034825			CMR MLI	text	native		
ZOBO00034826			TZA	text	native		
ZOBO00034821			GIN TGO	text	native		
ZOBO00034841			NAM TGO ZMB	text	native		
ZOBO00034842			ARE	text	native		
ZOBO00034837			ZAF	text	native		
ZOBO00034838			TZA ZAF	text	native		
ZOBO00034809			COD ZAF ZMB	text	native		
ZOBO00034806			THA	text	native		
ZOBO00034799			EGY SDN	text	native		
ZOBO00149730			BRA	text	native		
ZOBO00034199			BRA PER PRY	text	native		
ZOBO00034196			ARG BOL BRA COL CRI CUB ECU GLP GUF MEX MTQ PER SLB USA	text	native		
ZOBO00034202			CUB	text	native		
ZOBO00034191			MTQ	text	native		
ZOBO00034190			PER	text	native		
ZOBO00034184			CUB	text	native		
ZOBO00037062			BHS	text	native		
ZOBO00034187			USA	text	native		
ZOBO00149658			SYR	text	native		
ZOBO00037390			TUN	text	native		
ZOBO00034904			TUN	text	native		
ZOBO00034127			JOR	text	native		
ZOBO00034117			GRC ITA	text	native		
ZOBO00034118			JOR TUR	text	native		
ZOBO00034125			ESP	text	native		
ZOBO00034148			NPL	text	native		
ZOBO00034150			TUN	text	native		
ZOBO00034139			JOR	text	native		
ZOBO00034143			MAR	text	native		
ZOBO00034113			TKM	text	native		
ZOBO00034115			JOR	text	native		
ZOBO00032579			CMR KEN MLI MWI TZA	text	native		
ZOBO00032581			COD NAM ZMB	text	native		
ZOBO00032584			BWA TZA	text	native		
ZOBO00032588			ETH KEN SAU ZAF	text	native		
ZOBO00032589			KEN	text	native		
ZOBO00032593			CMR TGO	text	native		
ZOBO00032594			CHL CMR MLI NER SEN	text	native		
ZOBO00032573			NPL	text	native		
ZOBO00032576			KEN	text	native		
ZOBO00032563			IND NPL	text	native		
ZOBO00032568			ZAF	text	native		
ZOBO00032565			COD TZA ZAF	text	native		
ZOBO00032566			TZA	text	native		
ZOBO00032548			CMR TGO	text	native		
ZOBO00032558			CMR MLI TGO	text	native		
ZOBO00032554			CMR GMB	text	native		
ZOBO00032555			CMR GIN	text	native		
ZOBO00032550			MLI TGO	text	native		
ZOBO00033219			TZA	text	native		
ZOBO00035488			CYP	text	native		
ZOBO00035495			CYP GRC ITA SYR TUR	text	native		
ZOBO00035496			KGZ	text	native		
ZOBO00035497			EGY ISR MAR	text	native		
ZOBO00010024			AUT ITA	text	native		
ZOBO00034917			MEX	text	native		
ZOBO00034891			ISR	text	native		
ZOBO00034893			JOR TUN	text	native		
ZOBO00034946			USA	text	native		
ZOBO00034929			USA	text	native		
ZOBO00034939			USA	text	native		
ZOBO00034942			USA	text	native		
ZOBO00034903			AUT	text	native		
ZOBO00034907			USA	text	native		
ZOBO00034902			USA	text	native		
ZOBO00125163			GRC	text	native		
ZOBO00037093			USA	text	native		
ZOBO00034439			USA	text	native		
ZOBO00034432			NPL	text	native		
ZOBO00034427			USA	text	native		
ZOBO00034428			USA	text	native		
ZOBO00034415			USA	text	native		
ZOBO00034482			MEX USA	text	native		
ZOBO00034469			USA	text	native		
ZOBO00034472			HKG PHL TWN	text	native		
ZOBO00034460			USA	text	native		
ZOBO00034458			CAN USA	text	native		
ZOBO00034463			IDN	text	native		
ZOBO00034465			USA	text	native		
ZOBO00034456			USA	text	native		
ZOBO00034398			IDN IND	text	native		
ZOBO00037124			IDN	text	native		
ZOBO00037201			TUN	text	native		
ZOBO00031720			ESP FRA ITA MLT TUN	text	native		
ZOBO00033665			ISR MAR TUN	text	native		
ZOBO00018088			AUT BGR ESP FRA GR GRC ITA PRT TUR	text	native		
ZOBO00033552			ESP FRA	text	native		
ZOBO00018089			AUT CYP ESP FRA GRC HRV ITA MLT PRT TUN TUR	text	native		
ZOBO00033593			USA	text	native		
ZOBO00033592			MAR	text	native		
ZOBO00033598			ESP	text	native		
ZOBO00033597			E ESP	text	native		
ZOBO00033594			ESP FRA PRT	text	native		
ZOBO00033599			GRC	text	native		
ZOBO00033591			ESP	text	native		
ZOBO00033578			ESP	text	native		
ZOBO00033579			MRT	text	native		
ZOBO00033573			USA	text	native		
ZOBO00033574			ISR JOR	text	native		
ZOBO00033549			MEX USA	text	native		
ZOBO00033662			LBY MAR TUN	text	native		
ZOBO00033663			ESP	text	native		
ZOBO00033656			TUN	text	native		
ZOBO00033673			BGR GR GRC	text	native		
ZOBO00033674			IRN ISR TUR	text	native		
ZOBO00033675			MEX USA	text	native		
ZOBO00033666			IRN KAZ TUR	text	native		
ZOBO00033668			USA	text	native		
ZOBO00033639			GRC ITA TUR	text	native		
ZOBO00033649			BGR HRV ROU	text	native		
ZOBO00033650			DEU GRC	text	native		
ZOBO00033651			TUR	text	native		
ZOBO00033652			MAR	text	native		
ZOBO00033624			GRC	text	native		
ZOBO00033629			PRT	text	native		
ZOBO00033631			TUN	text	native		
ZOBO00033606			ISR	text	native		
ZOBO00033618			ISR JOR	text	native		
ZOBO00033616			ESP	text	native		
ZOBO00033614			TUN	text	native		
ZOBO00033711			USA	text	native		
ZOBO00033710			ESP	text	native		
ZOBO00033696			ISR	text	native		
ZOBO00033694			MAR	text	native		
ZOBO00033704			ISR	text	native		
ZOBO00033705			MEX	text	native		
ZOBO00033706			CYP	text	native		
ZOBO00033740			MEX	text	native		
ZOBO00033738			MAR	text	native		
ZOBO00033736			ISR TUN	text	native		
ZOBO00033737			USA	text	native		
ZOBO00033726			JOR TUR	text	native		
ZOBO00033727			CHE FRA ITA	text	native		
ZOBO00033717			ISR	text	native		
ZOBO00033686			ISR SYR TUR	text	native		
ZOBO00033679			LBY TUN	text	native		
ZOBO00037545			AUT BGR CHE GRC HRV TUR	text	native		
ZOBO00017517			AUT	text	native		
ZOBO00032074			ESP	text	native		
ZOBO00032073			MAR	text	native		
ZOBO00032080			BWA ETH KEN TZA ZAF ZWE	text	native		
ZOBO00032079			DEU ESP FRA ITA	text	native		
ZOBO00032070			ZAF	text	native		
ZOBO00032089			ISR	text	native		
ZOBO00032083			ZAF	text	native		
ZOBO00032114			ZAF	text	native		
ZOBO00032113			ZAF	text	native		
ZOBO00032100			ISR	text	native		
ZOBO00032104			MAR	text	native		
ZOBO00032106			MAR	text	native		
ZOBO00032105			JOR SYR TUR	text	native		
ZOBO00032098			GRC	text	native		
ZOBO00032124			MAR	text	native		
ZOBO00032125			ETH KEN TZA ZMB	text	native		
ZOBO00032126			ZAF	text	native		
ZOBO00032127			IND	text	native		
ZOBO00032129			ISR TUR	text	native		
ZOBO00032121			COD	text	native		
ZOBO00032085			NAM	text	native		
ZOBO00125265			ESP	text	native		
ZOBO00033321			CMR KEN MLI	text	native		
ZOBO00033322			CMR KEN	text	native		
ZOBO00033323			TZA	text	native		
ZOBO00033325			MYS THA	text	native		
ZOBO00033541			BRA	text	native		
ZOBO00033098			ZAF	text	native		
ZOBO00033099			ZAF	text	native		
ZOBO00032651			GRC TUR	text	native		
ZOBO00033765			USA	text	native		
ZOBO00033763			USA	text	native		
ZOBO00033845			GUF PER	text	native		
ZOBO00033849			BRA	text	native		
ZOBO00033847			MEX	text	native		
ZOBO00034021			TTO	text	native		
ZOBO00034081			BRA	text	native		
ZOBO00034083			BRA	text	native		
ZOBO00034084			CRI	text	native		
ZOBO00034085			CRI	text	native		
ZOBO00034089			GUF	text	native		
ZOBO00034056			CRI	text	native		
ZOBO00034058			PER	text	native		
ZOBO00034052			MEX	text	native		
ZOBO00034044			BRA	text	native		
ZOBO00034042			PER	text	native		
ZOBO00034077			ARG	text	native		
ZOBO00034065			GUF	text	native		
ZOBO00034064			BRA	text	native		
ZOBO00034031			COL	text	native		
ZOBO00034032			PER	text	native		
ZOBO00034027			BRA	text	native		
ZOBO00034030			GUF	text	native		
ZOBO00032618			CHL	text	native		
ZOBO00032641			ARG BRA PER	text	native		
ZOBO00032668			MAR	text	native		
ZOBO00032667			SYR TUR	text	native		
ZOBO00032681			FRA TUN	text	native		
ZOBO00032901			ZAF	text	native		
ZOBO00032879			USA	text	native		
ZOBO00032742			PER	text	native		
ZOBO00032711			IDN	text	native		
ZOBO00032703			THA	text	native		
ZOBO00032704			THA	text	native		
ZOBO00034551			KEN ZAF ZMB	text	native		
ZOBO00034548			ZMB	text	native		
ZOBO00034563			KAZ	text	native		
ZOBO00034562			PAK TKM	text	native		
ZOBO00034561			ISR	text	native		
ZOBO00035041			ZAF	text	native		
ZOBO00034165			CHN KOR TWN	text	native		
ZOBO00035273			PER	text	native		
ZOBO00035507			YEM	text	native		
ZOBO00035505			COD TZA	text	native		
ZOBO00035509			AGO BFA ETH KEN NAM TZA ZAF	text	native		
ZOBO00035511			ZAF	text	native		
ZOBO00035513			CIV KEN YEM	text	native		
ZOBO00035517			TZA	text	native		
ZOBO00035516			KEN TZA	text	native		
ZOBO00035518			CMR COD MLI TGO	text	native		
ZOBO00033320			USA	text	native		
ZOBO00035032			BRA GUF PER	text	native		
ZOBO00035034			PER	text	native		
ZOBO00035035			GUF	text	native		
ZOBO00034969			MAR	text	native		
ZOBO00034971			MAR	text	native		
ZOBO00034963			COD KEN UGA ZAF	text	native		
ZOBO00034961			GRC TUR	text	native		
ZOBO00034235			ARG	text	native		
ZOBO00032697			SYR	text	native		
ZOBO00032690			ARE TUN	text	native		
ZOBO00032698			KEN	text	native		
ZOBO00032700			CYP	text	native		
ZOBO00032701			CYP GRC TUR	text	native		
ZOBO00032677			KAZ	text	native		
ZOBO00032680			EGY ISR MAR MRT SAU TUN	text	native		
ZOBO00034864			CHN IDN	text	native		
ZOBO00125524			ISR	text	native		
ZOBO00034506			GUF	text	native		
ZOBO00034515			GUF	text	native		
ZOBO00034519			CRI	text	native		
ZOBO00034699			COD KEN MWI NAM TZA ZAF ZMB	text	native		
ZOBO00034694			CIV CMR	text	native		
ZOBO00034695			CMR COD ETH GHA MLI TGO TZA	text	native		
ZOBO00034697			KEN MOZ MWI NAM TZA ZAF	text	native		
ZOBO00034679			BRA	text	native		
ZOBO00034705			ARG CHL	text	native		
ZOBO00034768			KEN	text	native		
ZOBO00034769			ZAF	text	native		
ZOBO00034785			USA	text	native		
ZOBO00034792			MAR	text	native		
ZOBO00034153			CHN	text	native		
ZOBO00034154			THA	text	native		
ZOBO00034159			CHN	text	native		
ZOBO00034160			TWN	text	native		
ZOBO00034161			TWN	text	native		
ZOBO00034166			IND THA	text	native		
ZOBO00010023			AUT CHE ESP ITA	text	native		
ZOBO00034258			KAZ	text	native		
ZOBO00034251			GRC TUR	text	native		
ZOBO00034252			FRA	text	native		
ZOBO00034255			KAZ	text	native		
ZOBO00034257			TUR	text	native		
ZOBO00034238			ETH KEN	text	native		
ZOBO00035557			ETH	text	native		
ZOBO00035558			AGO	text	native		
ZOBO00035554			ZAF	text	native		
ZOBO00035553			KEN	text	native		
ZOBO00125820			RUS	text	native		
ZOBO00125570			AUT ITA	text	native		
ZOBO00035536			JAM	text	native		
ZOBO00035539			GUF VEN	text	native		
ZOBO00035542			ARG	text	native		
ZOBO00035546			CHL PER	text	native		
ZOBO00035544			ARG BRA	text	native		
ZOBO00035550			CUB	text	native		
ZOBO00035552			ARG	text	native		
ZOBO00035530			EGY	text	native		
ZOBO00035535			IND	text	native		
ZOBO00032046			COD	text	native		
ZOBO00032047			TZA	text	native		
ZOBO00032060			ETH TZA ZMB	text	native		
ZOBO00032062			CMR	text	native		
ZOBO00032048			AGO BEN CMR COD GIN TGO	text	native		
ZOBO00032049			TZA	text	native		
ZOBO00032050			ETH KEN TZA YEM ZAF	text	native		
ZOBO00032052			CMR TGO TZA	text	native		
ZOBO00032054			COD GIN	text	native		
ZOBO00032055			KEN	text	native		
ZOBO00032056			AGO CIV CMR COD ETH GAB GIN KEN MOZ NAM SEN TGO TUN	text	native		
ZOBO00032057			COD GIN	text	native		
ZOBO00033105			BGR GRC	text	native		
ZOBO00033106			ESP	text	native		
ZOBO00018086			GRC TUR	text	native		
ZOBO00035522			THA	text	native		
ZOBO00035520			ISR MAR	text	native		
ZOBO00037066			CRI PER	text	native		
ZOBO00035859			CRI GTM GUF PER	text	native		
ZOBO00035858			BOL ECU GUF PER	text	native		
ZOBO00035857			GUF	text	native		
ZOBO00035856			ARG BOL BRA CRI ECU GTM GUF MEX PAN PER VEN	text	native		
ZOBO00035855			GUF PER	text	native		
ZOBO00035854			PER	text	native		
ZOBO00035853			GUF	text	native		
ZOBO00035843			BRA ECU GUF PER	text	native		
ZOBO00035844			BOL PER	text	native		
ZOBO00035845			ECU	text	native		
ZOBO00037090			PER	text	native		
ZOBO00149590			PER	text	native		
ZOBO00035988			CAN USA	text	native		
ZOBO00035995			CAN	text	native		
ZOBO00035996			RUS	text	native		
ZOBO00035993			NPL	text	native		
ZOBO00035994			USA	text	native		
ZOBO00018079			AUT DEU ITA RUS SVN	text	native		
ZOBO00010010			AUT SVN	text	native		
ZOBO00010009			AUT DEU ITA KAZ KGZ	text	native		
ZOBO00035985			USA	text	native		
ZOBO00010008			AUT AZE CHE DEU ESP FRA GBR GRC IRN ITA KAZ KGZ	text	native		
ZOBO00010007			AUT BEL DEU ISL ITA KAZ KGZ LIE MNG SVN	text	native		
ZOBO00010006			AUT DEU HUN ITA KAZ RUS	text	native		
ZOBO00037030			CHN IDN PAK	text	native		
ZOBO00037041			THA	text	native		
ZOBO00037032			IDN	text	native		
ZOBO00037034			CHN TWN	text	native		
ZOBO00037038			BTN	text	native		
ZOBO00037017			CHN	text	native		
ZOBO00037018			IDN	text	native		
ZOBO00037025			IDN	text	native		
ZOBO00037019			PHL	text	native		
ZOBO00037023			HKG IND PAK THA	text	native		
ZOBO00037024			IDN MYS	text	native		
ZOBO00037021			PHL	text	native		
ZOBO00037042			CHN NPL	text	native		
ZOBO00036981			CHN IDN IND NPL TWN	text	native		
ZOBO00036963			BTN	text	native		
ZOBO00036969			IDN LKA THA	text	native		
ZOBO00036967			THA	text	native		
ZOBO00036995			RUS	text	native		
ZOBO00036992			CHN	text	native		
ZOBO00036994			TWN	text	native		
ZOBO00036983			THA	text	native		
ZOBO00037005			MYS	text	native		
ZOBO00037001			CHN PAK RUS	text	native		
ZOBO00037003			IND	text	native		
ZOBO00037004			TWN	text	native		
ZOBO00036998			AUT PHL	text	native		
ZOBO00037014			JPN	text	native		
ZOBO00037006			IDN MYS	text	native		
ZOBO00125568			GRC IND	text	native		
ZOBO00124973			AUT	text	native		
ZOBO00010005			AUT BGR CHE CHN FRA GRC HRV IRN ITA RUS TUR USA	text	native		
ZOBO00037009			ARE CYP GRC IRN JOR NPL OMN PAK TUR	text	native		
ZOBO00037010			YEM	text	native		
ZOBO00018084			AUT FRA GRC ITA TUR	text	native		
ZOBO00018085			AUT CHE DEU ESP FRA GRC ITA	text	native		
ZOBO00033987			GR GRC JOR TUR	text	native		
ZOBO00033988			CYP	text	native		
ZOBO00017518			AUT FRA GRC ITA TUR	text	native		
ZOBO00010022			AUT KAZ TUR	text	native		
ZOBO00010020			AUT ITA RUS TJK	text	native		
ZOBO00010021			AUT BGR CHE ESP FRA GRC ITA	text	native		
ZOBO00010019			AUT CZE DEU FRA ITA KAZ RUS SVK	text	native		
ZOBO00125046			TUR	text	native		
ZOBO00125681			NAM ZAF	text	native		
ZOBO00033996			ZAF	text	native		
ZOBO00033995			ISR JOR	text	native		
ZOBO00033985			ISR JOR	text	native		
ZOBO00033989			DZA ESP FRA	text	native		
ZOBO00033978			GRC	text	native		
ZOBO00033975			USA	text	native		
ZOBO00033977			ESP	text	native		
ZOBO00033970			USA	text	native		
ZOBO00033971			MAR TUN	text	native		
ZOBO00033972			TUN	text	native		
ZOBO00033973			DZA TUN	text	native		
ZOBO00033964			MAR	text	native		
ZOBO00033965			ESP	text	native		
ZOBO00033968			TUN	text	native		
ZOBO00033960			BGR FRA GRC ITA JOR TUR UKR	text	native		
ZOBO00033961			GRC ITA JOR SYR TUR	text	native		
ZOBO00033963			ISR JOR	text	native		
ZOBO00034004			KAZ TUR	text	native		
ZOBO00033999			GRC ITA	text	native		
ZOBO00034000			ISR	text	native		
ZOBO00034010			ESP ITA	text	native		
ZOBO00034006			ZAF	text	native		
ZOBO00037086			AUT CHE DZA ESP FRA ITA MAR	text	native		
ZOBO00037368			NPL	text	native		
ZOBO00018096			AUT CAN CZE DEU GRC ITA KAZ KGZ RUS SVK USA	text	native		
ZOBO00032200			USA	text	native		
ZOBO00018097			AUT AZE BGR CHE CZE DEU ESP FRA GR GRC HRV ITA KAZ LBN MAR RUS SCG SVK SVN TUR UKR	text	native		
ZOBO00018095			AUT AZE BGR CHE CYP CZE DEU ESP FRA GRC HRV IRN ITA MAR NZL PRT SVK TUR	text	native		
ZOBO00031710			BGR ESP FRA GRC HRV ITA LBN MAR MLT PRT SCG TUR	text	native		
ZOBO00032269			FRA ITA	text	native		
ZOBO00010052			AUT CHE CZE DEU FRA GRC ITA LUX RUS SCG SVN TUR	text	native		
ZOBO00032286			RUS	text	native		
ZOBO00037140			TUR	text	native		
ZOBO00010051			AUT FRA IRN KAZ KGZ TUR	text	native		
ZOBO00010048			AUT DEU ESP FRA RUS SCG	text	native		
ZOBO00010047			ARM AUT BGR CHE CZE DEU FRA GRC HRV HUN ISR ITA JOR SCG TUR	text	native		
ZOBO00017516			AUT	text	native		
ZOBO00010050			AUT BGR CZE DEU FRA ITA PRT	text	native		
ZOBO00010049			ARM AUT BGR CHE CZE DEU FRA ITA RUS	text	native		
ZOBO00010046			AUT CHE CHN CZE DEU ESP FRA ITA ROU SCG SVK SVN TUR	text	native		
ZOBO00010045			AUT CHE CZE DEU ESP FRA IRN ITA LBN LIE MAR TUR	text	native		
ZOBO00125522			AUT RUS	text	native		
ZOBO00010053			AUT IRL ITA RUS SVN TUR	text	native		
ZOBO00032259			ESP	text	native		
ZOBO00032261			MAR	text	native		
ZOBO00032266			KEN	text	native		
ZOBO00032274			P PRT	text	native		
ZOBO00032267			USA	text	native		
ZOBO00037183			USA	text	native		
ZOBO00032275			MAR	text	native		
ZOBO00032279			CHN	text	native		
ZOBO00032242			ESP	text	native		
ZOBO00032243			E ESP	text	native		
ZOBO00032244			ESP	text	native		
ZOBO00032203			NPL	text	native		
ZOBO00032214			ESP ITA MAR PRT TUN	text	native		
ZOBO00032213			ISR JOR YEM	text	native		
ZOBO00032210			NPL	text	native		
ZOBO00032219			USA	text	native		
ZOBO00032217			USA	text	native		
ZOBO00032283			KEN UGA	text	native		
ZOBO00032281			COD	text	native		
ZOBO00032289			USA	text	native		
ZOBO00032294			AUT ESP	text	native		
ZOBO00032303			NPL	text	native		
ZOBO00032306			USA	text	native		
ZOBO00032308			ETH	text	native		
ZOBO00032310			KEN	text	native		
ZOBO00032316			USA	text	native		
ZOBO00032317			USA	text	native		
